language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
tuam1242,m,a,t,a,-,-,N,-,-,-,i
penr1237,m,a,t,a,-,-,N,-,-,-,i
penr1237,-,-,s,a,-,-,-,-,-,-,u
raro1241,m,a,t,a,-,-,N,-,-,-,i
mang1401,h,a,-,-,-,-,-,-,-,-,u
mang1401,m,a,t,a,-,-,N,-,-,-,i
maor1246,h,a,-,-,-,-,-,-,-,-,u
raka1237,m,a,t,a,-,-,N,-,-,-,i
puka1242,m,a,t,a,-,-,N,-,-,-,i
rapa1244,m,a,t,a,-,-,N,-,-,-,i
rapa1244,-,-,t,o,-,-,k,e,r,a,u
rapa1244,h,a,h,-,-,-,-,-,-,a,u
nort2845,m,e,t,a,-,-,n,-,-,-,i
hawa1245,m,a,k,a,-,-,n,-,-,-,i
tahi1242,m,a,t,a,-,-,7,-,-,-,i
emae1237,m,a,t,a,-,-,N,-,-,-,i
futu1245,m,a,t,a,-,-,g,-,-,-,i
futu1245,-,-,s,a,-,-,-,-,-,-,u
wall1257,m,a,t,a,-,-,N,-,-,-,i
wall1257,h,a,v,i,-,-,l,-,-,-,i
east2447,m,a,t,a,-,-,N,-,-,-,i
east2447,-,-,s,a,v,i,l,-,-,-,i
tiko1237,m,a,t,a,-,-,g,-,-,-,i
niue1239,m,a,t,a,-,-,N,-,-,-,i
niue1239,h,a,v,i,-,-,l,-,-,-,i
anut1237,m,a,t,a,-,-,N,-,-,-,i
samo1305,m,a,t,a,-,-,N,-,-,-,i
samo1305,-,-,s,a,v,i,l,-,-,-,i
tong1325,m,a,t,a,-,-,N,-,-,-,i
renn1242,m,a,t,a,-,-,N,-,-,-,i
onto1237,m,a,k,a,-,-,N,-,-,-,i
sika1261,m,a,t,a,-,-,n,-,-,-,i
nuku1259,m,a,t,a,-,-,n,-,-,-,i
pile1238,m,a,t,a,-,-,N,-,-,-,i
kapi1249,m,a,d,a,-,-,N,-,-,-,i
mele1250,m,a,t,a,-,-,N,-,-,-,i
