language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
futu1245,-,-,-,-,f,u,-,-,-,-,-,-,r,a
poly1242,-,-,-,-,f,u,-,-,f,-,u,-,l,a
tong1325,-,-,-,-,p,u,-,-,p,-,u,-,l,a
wall1257,-,-,-,-,f,u,-,-,-,-,-,-,l,a
east2447,-,-,-,-,f,u,-,-,-,-,-,-,l,a
tiko1237,-,-,-,-,f,u,-,-,-,-,-,-,r,a
niue1239,-,-,-,-,f,u,-,-,-,-,-,-,l,a
samo1305,-,-,-,-,f,-,-,-,-,-,u,-,l,a
samo1305,-,-,-,-,f,e,-,-,f,-,e,-,t,e
tuva1244,-,-,-,-,f,e,-,-,f,-,e,-,t,e
tuva1244,-,-,-,-,f,u,-,-,f,-,u,-,l,a
anut1237,-,-,-,-,-,u,-,-,-,-,-,-,r,a
renn1242,-,-,-,-,h,u,-,-,h,-,u,n,g,a
onto1237,-,-,-,e,h,u,-,-,-,-,-,-,l,a
sika1261,-,-,-,-,h,u,-,-,-,-,-,-,l,a
nuku1259,h,-,-,-,h,u,-,-,-,-,-,-,r,a
nuku1259,p,-,-,u,p,u,-,-,-,-,-,-,-,-
pile1238,-,-,-,-,p,u,-,-,-,-,-,-,k,u
kapi1249,-,-,-,-,k,i,-,-,-,-,-,-,-,-
tuam1242,k,o,r,o,p,u,-,-,p,-,u,-,-,-
penr1237,-,-,-,-,p,u,-,-,k,-,u,-,-,-
raro1241,7,a,k,a,p,e,t,e,t,-,u,-,-,e
raro1241,N,-,-,a,r,-,-,-,-,-,u,-,-,-
raro1241,-,-,-,o,p,u,-,e,p,-,u,-,-,e
mang1401,7,a,k,a,t,e,-,-,k,-,i,-,r,e
maor1246,-,-,-,-,p,u,-,-,k,-,u,-,-,-
raka1237,-,-,-,-,h,a,-,-,k,a,e,-,-,a
raka1237,-,-,-,-,p,u,-,-,-,-,e,-,n,a
puka1242,-,-,-,-,p,u,-,-,p,-,u,-,t,e
rapa1244,-,-,-,a,h,-,-,-,-,-,u,-,-,-
nort2845,-,-,-,-,h,-,-,-,-,-,e,-,t,e
nort2845,-,-,-,-,h,u,-,-,h,-,u,-,7,a
hawa1245,-,-,-,-,h,u,-,-,-,-,-,-,-,-
tahi1242,-,-,-,-,7,o,-,-,r,-,u,-,-,-
ruru1237,-,-,-,-,7,o,-,-,r,-,u,-,-,-
raiv1237,-,-,-,o,p,u,-,-,p,-,u,-,-,-
