language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
tuam1242,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,t,-,-,i,-,-,-,e,-,-,-,-
penr1237,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,t,-,-,i,-,-,-,e,-,-,-,-
raro1241,-,7,a,k,-,-,-,a,-,-,-,m,-,-,a,-,t,-,-,i,-,-,-,e,-,-,-,-
raro1241,-,t,-,-,-,-,-,a,-,-,-,m,-,-,a,-,t,-,-,i,-,-,-,e,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,-,-,-,m,-,-,o,-,t,-,-,-,-,-,-,o,-,-,-,-
maor1246,-,-,-,-,-,-,-,-,-,-,-,k,-,-,a,-,k,a,r,i,-,-,k,i,-,-,-,-
puka1242,u,y,i,-,-,-,-,-,-,-,-,N,-,-,e,-,l,-,-,-,-,-,-,e,-,-,-,-
rapa1244,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,t,-,-,-,-,-,-,a,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,-,7,-,-,o,u,t,-,-,i,t,e,7,e,-,-,-,-
hawa1245,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,7,-,-,o,m,a,7,o,-,-,-,-
tahi1242,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,t,-,-,i,-,-,-,e,-,-,-,-
tahi1242,-,n,i,n,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
emae1237,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,t,-,-,a,m,a,t,a,-,-,-,-
futu1245,-,r,a,-,u,n,e,a,m,a,h,m,-,-,a,-,t,-,-,-,-,-,-,a,-,-,-,-
futu1245,-,-,-,-,-,-,-,-,-,-,-,m,-,-,o,-,t,-,-,-,-,-,-,o,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,-,-,-,m,-,-,o,-,t,-,-,-,-,-,-,o,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,-,m,-,-,o,-,t,-,-,-,-,-,-,o,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,t,-,-,-,-,-,-,a,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,e,-,f,-,u
niue1239,-,l,a,-,-,-,-,-,-,-,-,n,u,l,a,u,k,-,-,-,-,-,-,o,-,-,-,u
anut1237,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,t,-,-,-,-,-,-,a,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,e,-,p,-,u
samo1305,-,l,a,n,u,m,e,a,-,-,-,m,-,-,a,-,t,-,-,-,-,-,-,a,-,-,-,-
samo1305,u,s,i,-,u,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,i,-,-,-,-
tuva1244,-,l,a,n,u,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,u,n,i,u
tong1325,-,l,a,n,u,-,-,-,-,-,-,m,-,-,a,-,t,-,-,-,-,-,-,a,-,-,-,-
renn1242,-,-,-,-,-,-,-,-,-,-,-,m,-,-,o,-,t,-,-,-,-,-,-,o,-,-,-,-
onto1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,e,-,-,-,a,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,-,-,-,m,-,-,o,-,t,-,-,-,-,-,-,o,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,i,-,-,-,-
pile1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,i,-,u,-,i,-,-,-,-
mele1250,-,k,e,-,-,-,-,-,-,-,s,k,-,-,e,-,s,-,-,-,-,-,-,a,-,-,-,-
