language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
emae1237,s,i,m,a,-,-,t,u,-,-,a,-,-,-
futu1245,-,-,-,-,-,-,b,u,-,-,a,-,-,-
poly1242,-,-,-,-,-,-,t,u,-,7,a,-,-,-
tong1325,-,-,-,-,-,-,t,u,-,7,a,-,-,-
wall1257,-,-,-,-,-,-,t,u,-,7,a,-,-,-
east2447,-,-,-,-,-,-,t,u,-,7,a,-,-,-
tiko1237,-,-,-,-,-,-,t,u,-,-,a,-,-,-
niue1239,-,-,-,-,-,-,t,u,-,7,a,-,-,-
samo1305,-,-,-,-,-,-,t,u,-,-,a,-,-,-
tuva1244,-,-,-,-,-,-,t,u,-,-,a,-,-,-
anut1237,-,-,-,-,-,-,m,u,-,r,i,-,-,-
renn1242,-,-,-,-,-,-,t,u,-,7,a,-,-,-
onto1237,-,-,-,-,-,-,-,a,-,N,a,-,-,-
sika1261,-,-,-,-,-,-,t,u,-,-,a,-,-,-
nuku1259,k,-,-,a,-,n,t,u,-,-,a,-,-,-
pile1238,-,-,-,-,-,-,t,u,-,-,a,-,-,-
kapi1249,-,-,-,-,-,-,d,u,-,-,a,-,-,-
tuam1242,-,-,p,a,p,a,t,u,-,-,a,-,-,-
penr1237,-,-,-,-,-,-,s,o,-,p,e,-,-,-
raro1241,-,-,m,o,k,o,t,u,-,-,a,-,-,-
mang1401,-,-,-,-,-,-,t,u,-,-,a,-,-,-
maor1246,-,-,-,-,-,-,t,u,a,r,a,-,-,-
raka1237,-,-,-,-,-,-,m,u,-,r,i,-,-,-
raka1237,-,-,-,-,-,-,t,u,-,-,a,-,-,-
puka1242,-,-,-,-,-,-,t,u,-,-,a,-,-,-
puka1242,-,-,-,-,-,-,m,u,-,l,i,-,-,-
rapa1244,-,-,-,-,-,-,t,u,-,7,a,i,v,i
nort2845,-,-,-,-,-,-,t,u,-,-,a,-,-,-
hawa1245,-,-,-,-,-,-,k,u,-,-,a,-,-,-
tahi1242,-,-,-,-,-,-,t,u,-,-,a,-,-,-
ruru1237,-,-,t,a,-,u,t,u,-,-,a,-,-,-
raiv1237,-,-,-,-,-,-,t,u,-,-,a,-,-,-
mele1250,-,-,-,-,-,-,p,u,-,-,a,-,-,-
