language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
emae1237,-,-,-,-,-,-,-,a,-,-,f,e,-,-,-,-
futu1245,-,-,-,-,-,-,-,a,-,-,f,i,-,a,-,-
poly1242,-,N,-,-,-,-,-,a,-,i,s,a,-,-,-,-
tong1325,-,7,-,-,-,-,-,a,n,e,f,e,-,-,-,-
wall1257,-,-,-,-,-,-,-,a,-,-,f,e,-,a,-,-
east2447,-,-,-,-,-,-,-,a,-,-,f,e,-,a,-,-
tiko1237,-,-,-,-,-,-,-,a,-,-,f,e,-,a,-,-
niue1239,-,-,-,-,-,-,-,-,-,-,f,e,-,-,-,-
samo1305,-,-,-,-,-,-,-,a,n,a,f,e,-,a,-,-
tuva1244,-,-,-,-,-,-,-,a,-,-,f,e,-,a,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,f,u,k,a,l,u
renn1242,-,7,-,-,-,-,-,a,s,o,h,e,-,a,-,-
onto1237,-,k,e,-,-,-,-,a,-,o,h,e,-,-,-,-
sika1261,i,t,e,m,o,k,o,a,-,-,h,e,-,a,-,-
nuku1259,-,-,-,-,-,-,-,a,n,a,h,e,-,-,-,-
pile1238,-,-,-,-,-,-,-,a,n,a,h,e,-,a,-,-
penr1237,-,-,-,-,-,-,-,a,-,-,h,e,-,a,-,-
raro1241,-,-,-,-,-,-,-,a,-,-,7,e,-,a,-,-
mang1401,-,-,-,-,-,-,-,a,-,-,7,e,-,a,-,-
maor1246,-,-,-,-,-,-,-,a,-,-,h,e,-,a,-,-
raka1237,-,-,-,-,-,-,-,-,-,-,m,e,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,-,-,w,e,-,a,-,-
rapa1244,-,-,-,-,-,-,-,a,N,a,h,e,-,-,-,-
nort2845,-,-,-,-,-,-,-,a,-,-,h,e,-,a,-,-
hawa1245,i,n,-,-,-,-,-,a,-,-,h,e,-,a,-,-
tahi1242,i,n,-,-,-,-,-,a,-,-,f,e,-,a,-,-
ruru1237,i,n,-,-,-,-,-,a,-,-,7,e,-,a,-,-
raiv1237,-,-,-,-,-,-,-,a,-,-,h,e,-,a,-,-
mele1250,-,-,-,-,-,-,-,a,-,-,f,i,-,a,-,-
