language,x1,x2,x3,x4,x5,x6,x7
emae1237,r,e,-,-,-,-,a
futu1245,-,a,h,-,-,-,a
poly1242,-,-,h,-,-,-,a
tong1325,-,-,h,-,-,-,a
wall1257,-,-,-,-,-,-,a
east2447,-,-,-,-,-,-,a
tiko1237,-,-,-,-,-,-,a
niue1239,-,-,h,-,-,-,a
samo1305,-,-,7,o,l,e,a
tuva1244,-,-,-,-,-,-,a
anut1237,-,-,-,-,-,-,a
renn1242,-,-,-,-,-,-,a
onto1237,-,-,k,-,-,e,a
sika1261,-,-,-,-,-,-,a
nuku1259,-,-,h,-,-,e,a
pile1238,-,-,-,-,-,-,a
kapi1249,-,a,h,-,-,-,a
tuam1242,-,a,h,-,-,-,a
penr1237,-,a,h,-,-,-,a
raro1241,-,a,7,-,-,-,a
mang1401,-,a,7,-,-,-,a
maor1246,-,a,h,-,-,-,a
raka1237,e,a,h,-,-,-,a
puka1242,-,-,w,-,-,e,a
rapa1244,-,a,h,-,-,-,a
nort2845,-,a,h,-,-,-,a
hawa1245,-,a,h,-,-,-,a
tahi1242,e,a,h,-,-,-,a
ruru1237,-,a,7,-,-,-,a
raiv1237,-,a,h,-,-,-,a
mele1250,-,a,f,-,-,-,a
