language,x1,x2,x3,x4,x5,x6,x7
tuam1242,-,r,i,m,a,-,-
tuam1242,-,r,i,m,a,-,-
penr1237,-,r,i,m,a,-,-
raro1241,-,k,-,-,a,p,u
raro1241,-,r,i,m,a,-,-
mang1401,-,r,i,m,a,-,-
maor1246,-,r,i,N,a,-,-
raka1237,-,r,i,m,a,-,-
puka1242,-,l,i,m,a,-,-
rapa1244,-,r,i,m,a,-,-
nort2845,-,7,i,m,a,-,-
hawa1245,-,l,i,m,a,-,-
tahi1242,-,r,i,m,a,-,-
emae1237,-,r,i,m,a,-,-
futu1245,-,r,i,m,a,-,-
wall1257,-,n,i,m,a,-,-
east2447,-,l,i,m,a,-,-
tiko1237,-,r,i,m,a,-,-
niue1239,-,l,i,m,a,-,-
anut1237,-,r,i,m,a,-,-
anut1237,-,n,i,m,a,-,-
samo1305,-,l,i,m,a,-,-
tuva1244,-,l,i,m,a,-,-
tong1325,-,n,i,m,a,-,-
renn1242,n,g,i,m,a,-,-
onto1237,-,l,i,m,a,-,-
sika1261,-,l,i,m,a,-,-
nuku1259,-,r,i,m,a,-,-
pile1238,-,l,i,m,a,-,-
kapi1249,-,l,i,m,a,-,-
mele1250,-,r,i,m,a,-,-
