language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
emae1237,-,-,n,-,-,-,u,-,m,a,-,i,-
futu1245,-,-,h,-,-,-,-,-,m,a,-,i,-
poly1242,-,-,f,a,-,n,o,-,m,a,-,i,-
tong1325,-,-,-,-,-,-,-,-,h,a,7,u,-
tong1325,-,-,-,-,-,-,o,-,m,a,-,i,-
wall1257,-,-,-,-,-,-,-,-,-,a,7,u,-
east2447,-,-,-,-,-,-,-,-,7,a,-,u,-
tiko1237,-,-,-,-,-,-,-,-,-,a,-,u,-
niue1239,-,-,-,-,-,-,-,-,-,a,-,u,a
samo1305,-,-,-,-,-,-,-,-,s,a,-,u,-
samo1305,-,-,-,-,-,-,o,-,m,a,-,i,-
tuva1244,-,-,-,-,-,-,-,-,h,a,-,u,-
tuva1244,-,-,-,-,-,-,-,-,m,a,-,i,-
anut1237,-,-,-,-,-,-,-,-,-,a,-,u,-
renn1242,-,-,-,-,-,-,-,-,-,a,7,u,-
onto1237,-,-,h,a,-,-,-,-,m,a,-,i,-
sika1261,-,-,h,a,-,l,e,-,m,a,-,i,-
nuku1259,-,-,-,-,-,-,o,-,m,a,-,i,-
pile1238,-,-,-,-,-,-,-,-,-,a,-,u,-
kapi1249,-,-,-,-,-,-,-,-,h,a,n,i,-
tuam1242,-,-,m,-,-,-,-,-,-,a,-,i,-
raro1241,-,-,t,a,-,t,-,-,-,a,7,i,-
mang1401,-,-,-,-,-,-,-,-,-,a,7,u,-
maor1246,-,-,h,a,e,r,e,-,m,a,-,i,-
raka1237,-,-,-,a,-,r,o,-,-,-,-,-,-
raka1237,-,-,h,a,e,r,e,-,m,a,-,i,-
raka1237,-,-,r,-,-,-,o,-,m,a,-,i,-
raka1237,-,-,h,a,-,n,o,-,m,a,-,i,-
raka1237,-,-,t,a,-,-,u,-,m,a,-,i,-
raka1237,-,-,n,a,-,-,u,-,m,a,-,i,-
puka1242,-,-,y,-,-,-,-,-,-,a,-,u,-
puka1242,-,-,l,o,-,l,o,-,m,a,-,i,-
rapa1244,-,-,t,u,-,-,-,-,7,-,-,u,-
nort2845,t,i,h,-,-,-,e,-,-,-,-,-,-
nort2845,-,-,h,e,-,7,e,-,m,a,-,i,-
hawa1245,-,-,-,-,-,-,-,-,m,a,-,i,-
tahi1242,-,-,h,a,e,r,e,-,m,a,-,i,-
ruru1237,-,-,7,a,-,n,o,-,m,a,-,i,-
ruru1237,-,-,7,a,e,r,e,-,m,a,-,i,-
raiv1237,-,-,h,a,e,G,e,-,m,a,-,i,-
mele1250,-,-,f,-,-,-,e,n,m,a,-,i,-
