language,x1,x2,x3,x4,x5,x6,x7,x8
tuam1242,t,-,-,-,-,e,-,-
penr1237,t,-,-,-,-,e,i,a
raro1241,t,-,-,-,-,e,i,a
mang1401,t,-,e,-,n,e,i,-
maor1246,t,-,e,-,n,e,i,-
raka1237,t,-,-,-,-,a,u,a
raka1237,n,-,-,-,-,e,i,-
puka1242,t,-,e,-,n,e,i,-
puka1242,-,-,e,-,n,e,i,-
rapa1244,-,-,-,-,n,e,i,-
nort2845,t,-,e,-,n,e,i,-
hawa1245,k,-,-,-,-,e,i,a
hawa1245,n,-,-,-,-,e,i,-
tahi1242,t,-,-,-,-,e,i,e
emae1237,r,-,e,-,n,-,i,-
futu1245,t,-,e,-,n,e,i,-
wall1257,-,-,e,-,n,-,i,-
east2447,l,-,e,i,n,e,i,-
tiko1237,-,-,-,-,n,e,i,-
anut1237,i,-,e,-,n,-,i,-
samo1305,l,-,e,-,n,e,i,-
tuva1244,t,-,e,-,n,e,i,-
tuva1244,-,-,-,-,n,e,i,-
tong1325,k,o,e,-,n,-,i,-
renn1242,-,-,-,-,-,-,i,a
onto1237,k,-,e,-,N,e,i,-
sika1261,t,-,e,-,n,e,i,-
nuku1259,-,-,-,-,n,e,i,-
pile1238,-,-,-,-,n,e,-,-
pile1238,t,-,e,-,n,e,-,-
kapi1249,t,-,e,-,n,e,i,-
mele1250,k,-,e,-,n,e,i,-
