language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
tuam1242,-,-,-,a,-,-,u,-,-,a,h,i,-
penr1237,-,-,-,a,-,-,u,-,-,a,h,i,-
raro1241,-,-,-,a,-,-,u,-,-,a,7,i,-
mang1401,-,-,-,a,-,-,-,-,-,-,h,i,-
maor1246,-,-,-,a,-,-,u,-,-,a,h,i,-
raka1237,-,-,-,a,-,-,u,-,-,-,-,-,-
puka1242,-,-,-,a,-,-,u,-,-,-,-,-,-
rapa1244,-,-,-,a,-,-,u,-,-,a,h,i,-
nort2845,-,-,-,a,-,-,u,-,-,a,h,i,-
hawa1245,-,-,-,-,-,-,u,-,-,a,h,i,-
tahi1242,-,-,-,a,u,a,u,-,-,a,h,i,-
emae1237,-,-,-,a,-,s,u,-,-,a,f,i,-
futu1245,-,-,-,a,-,-,u,-,-,-,-,-,-
wall1257,7,-,-,a,-,-,-,-,-,-,h,u,-
east2447,-,-,-,a,-,-,u,-,-,-,s,i,a
tiko1237,-,-,-,a,-,-,u,s,i,a,f,i,-
tiko1237,k,-,-,o,-,-,-,-,-,-,f,u,-
niue1239,-,-,-,a,-,-,-,-,-,-,h,u,-
anut1237,-,-,-,a,-,-,u,t,i,a,p,i,-
samo1305,-,-,-,a,-,-,-,-,-,-,s,u,-
tuva1244,-,-,-,a,-,-,-,-,-,-,-,u,-
tong1325,7,-,-,a,-,-,-,-,-,-,h,u,-
renn1242,7,-,-,a,-,-,u,-,-,a,h,i,-
onto1237,7,-,-,o,-,-,-,-,-,-,h,u,-
sika1261,-,-,-,a,-,-,-,-,-,-,-,u,-
nuku1259,k,-,-,o,-,-,-,-,-,-,h,u,-
nuku1259,-,-,-,a,-,-,-,-,-,-,-,u,-
pile1238,k,-,-,o,-,-,-,-,-,-,h,u,-
kapi1249,s,-,-,e,-,-,-,-,-,a,h,i,-
mele1250,s,i,l,a,-,-,-,-,-,-,N,o,-
