language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
tuam1242,-,-,-,-,k,-,i,k,-,-,-,-,-,o,-,-,-
penr1237,-,-,-,-,k,-,i,k,-,-,-,-,-,o,-,-,-
raro1241,-,-,-,-,k,-,i,k,-,-,-,-,-,o,-,-,-
mang1401,-,-,-,-,k,-,i,k,-,-,-,-,-,o,-,-,-
maor1246,-,-,-,-,k,-,i,k,-,-,-,-,-,o,-,-,-
raka1237,-,-,-,-,k,-,i,k,-,-,-,-,-,o,-,-,-
puka1242,-,-,-,-,k,-,i,k,-,-,-,-,-,o,-,-,-
rapa1244,-,-,-,-,k,-,i,k,-,-,-,-,-,o,-,-,-
nort2845,-,-,-,-,k,-,i,k,-,-,-,-,-,o,-,-,-
hawa1245,-,-,-,-,7,-,i,7,-,-,-,-,-,o,-,-,-
tahi1242,-,-,-,-,7,-,i,7,-,-,-,-,-,o,-,-,-
emae1237,-,-,-,-,k,-,a,-,-,n,m,a,t,e,-,-,-
futu1245,-,-,-,-,k,h,a,-,-,n,-,-,-,o,-,-,-
wall1257,m,e,7,a,k,-,a,-,-,-,-,-,-,-,-,i,-
east2447,-,-,-,-,k,-,a,-,-,n,-,-,-,o,f,i,-
tiko1237,-,-,-,-,k,-,a,-,-,n,-,-,-,o,f,i,-
niue1239,-,-,-,-,k,-,a,k,a,n,-,-,-,o,-,-,-
niue1239,-,-,-,-,k,-,i,k,-,-,-,-,-,o,-,-,-
anut1237,-,-,-,-,k,-,a,-,-,n,-,-,-,o,f,i,-
samo1305,-,-,-,-,7,-,a,7,a,n,-,-,-,o,-,-,-
samo1305,-,-,-,-,7,-,i,7,-,-,-,-,-,o,-,-,-
tuva1244,-,-,-,-,k,-,-,-,a,n,-,-,-,o,f,i,-
tong1325,-,-,-,-,k,-,a,-,-,n,-,-,-,o,-,-,-
renn1242,-,-,-,-,k,-,a,-,-,n,-,-,-,o,-,-,-
onto1237,-,-,-,-,-,-,a,-,-,N,-,-,-,o,h,i,-
sika1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,o
nuku1259,-,-,-,-,k,-,a,-,-,n,-,-,-,o,h,i,-
pile1238,-,-,-,-,-,-,i,-,-,-,-,-,-,o,-,-,-
kapi1249,-,-,-,-,k,-,a,-,-,n,-,-,-,o,-,-,-
mele1250,p,-,-,a,k,-,a,-,-,s,-,-,-,-,-,i,-
