language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
emae1237,t,-,-,a,m,-,a,-,-,t,-,i,-,-,-,t,-,-,i
futu1245,t,-,-,a,m,-,a,-,-,-,-,-,-,-,-,-,-,-,-
poly1242,t,-,-,a,m,-,a,-,-,-,-,-,-,-,-,-,-,-,-
tong1325,t,-,-,a,m,-,a,-,-,s,-,i,-,-,-,7,-,-,i
wall1257,t,-,-,a,m,-,a,-,-,l,-,i,-,-,-,k,-,-,i
wall1257,t,-,-,a,m,-,a,-,-,s,-,i,-,-,-,7,-,-,i
east2447,t,-,-,a,m,-,a,-,-,-,-,-,-,-,-,-,-,-,-
east2447,t,-,-,a,m,-,a,-,-,l,-,i,-,-,-,k,-,-,i
tiko1237,t,-,-,a,m,-,a,-,-,r,-,i,-,-,-,k,-,-,i
niue1239,t,-,-,a,m,-,a,-,-,-,-,i,k,i,i,k,-,-,i
samo1305,t,-,-,a,m,-,a,-,i,t,i,i,-,-,-,t,-,-,i
tuva1244,t,-,-,a,m,-,a,-,-,-,-,-,-,-,-,-,-,-,-
tuva1244,t,-,-,a,m,-,a,-,-,l,-,i,-,-,-,k,-,-,i
anut1237,t,-,-,a,m,-,a,-,-,-,-,-,-,-,-,t,-,-,i
renn1242,t,-,-,a,m,-,a,-,-,-,-,-,-,-,-,-,-,-,-
renn1242,t,-,-,a,m,-,a,n,-,g,-,i,-,-,-,k,-,-,i
renn1242,t,-,-,a,m,-,a,7,i,t,-,i,-,-,-,7,i,t,i
onto1237,k,-,-,a,m,-,a,-,-,l,-,i,-,-,-,7,-,-,i
sika1261,t,-,-,a,m,-,a,-,-,l,-,i,-,-,-,k,-,-,i
nuku1259,t,-,-,a,m,-,a,-,-,-,-,-,-,-,-,-,-,-,-
pile1238,m,-,-,e,m,e,a,-,-,-,-,-,-,-,-,-,-,-,-
kapi1249,t,-,-,a,m,-,a,-,-,-,-,-,-,-,-,-,-,-,-
kapi1249,d,-,-,a,m,-,a,l,-,l,-,i,-,-,-,g,-,-,i
tuam1242,t,-,-,a,m,-,a,-,-,-,-,-,-,-,-,-,-,-,-
tuam1242,t,-,-,a,m,-,a,-,-,r,-,i,-,-,-,k,-,-,i
penr1237,t,-,-,a,m,-,a,-,-,r,-,i,-,-,-,k,-,-,i
raro1241,t,-,-,a,m,-,a,-,-,-,-,-,-,-,-,-,-,-,-
raro1241,t,-,-,a,m,-,a,-,-,r,-,i,-,-,-,k,-,-,i
raro1241,t,-,-,a,m,-,a,-,-,-,-,i,-,-,-,t,-,-,i
mang1401,t,o,r,o,m,-,-,-,-,-,-,i,-,-,-,k,-,-,i
maor1246,t,-,-,a,m,-,a,-,-,-,-,i,-,-,-,t,-,-,i
raka1237,t,-,-,a,m,-,a,-,-,-,-,i,-,-,-,t,-,-,i
puka1242,t,-,-,a,m,-,a,-,-,-,-,i,-,-,-,t,-,-,i
puka1242,t,-,-,a,m,-,a,-,-,l,-,i,-,-,-,k,-,-,i
rapa1244,-,-,-,-,p,-,o,-,-,-,-,-,-,-,-,k,-,-,i
nort2845,t,-,-,a,m,-,a,-,-,-,-,-,-,-,-,-,-,-,-
hawa1245,k,-,-,e,-,-,-,-,-,-,-,i,-,-,-,k,-,-,i
tahi1242,t,-,-,a,m,-,a,-,-,r,-,i,-,-,-,7,-,-,i
ruru1237,t,-,-,a,m,-,a,-,-,r,-,i,-,-,-,7,-,-,i
ruru1237,-,-,-,-,m,-,a,-,-,7,-,u,-,-,-,r,-,-,u
raiv1237,t,-,-,a,m,-,a,-,-,G,-,i,-,-,-,7,-,-,i
mele1250,t,-,-,a,m,-,a,-,-,-,-,-,-,-,-,-,-,-,-
