language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
emae1237,k,i,m,-,-,o,-,-,a,-,-
futu1245,k,i,m,-,-,o,-,-,a,-,-
poly1242,k,u,m,-,-,-,-,-,a,-,-
tong1325,k,u,m,-,-,-,-,-,a,-,-
wall1257,k,u,m,-,-,-,-,-,a,-,-
east2447,k,i,m,-,-,o,-,-,a,-,-
tiko1237,k,i,-,-,-,o,-,r,e,-,-
tiko1237,k,u,m,-,-,a,-,r,i,-,-
niue1239,k,u,m,-,-,-,-,-,a,-,-
samo1305,7,i,m,-,-,o,-,-,a,-,-
samo1305,7,i,-,-,-,o,-,l,e,-,-
tuva1244,k,i,m,-,-,o,-,-,a,-,-
tuva1244,k,i,-,-,-,o,-,l,e,-,-
anut1237,k,u,m,-,-,a,-,-,-,-,-
anut1237,k,i,-,-,-,o,-,r,e,-,-
renn1242,k,i,-,-,-,o,n,g,e,-,-
onto1237,-,i,-,-,-,o,-,l,e,-,-
sika1261,k,i,-,-,-,o,-,l,e,-,-
nuku1259,k,i,m,-,-,o,-,-,a,-,-
pile1238,l,-,-,-,-,-,-,-,e,p,u
tuam1242,k,i,-,-,-,o,-,r,e,-,-
penr1237,k,i,-,-,-,-,-,r,e,-,-
raro1241,k,i,-,-,-,o,-,r,e,-,-
mang1401,k,i,-,-,-,o,-,r,e,-,-
maor1246,k,i,-,-,-,o,-,r,e,-,-
puka1242,k,i,-,-,-,o,-,l,e,-,-
rapa1244,k,i,-,-,-,o,-,7,e,-,-
nort2845,k,i,-,-,-,o,-,7,e,-,-
nort2845,k,u,m,a,k,u,-,m,a,-,-
hawa1245,7,i,-,-,-,o,-,l,e,-,-
tahi1242,7,i,-,-,-,o,-,r,e,-,-
ruru1237,7,i,-,-,-,o,-,r,e,-,-
raiv1237,7,i,-,-,-,o,-,G,e,-,-
mele1250,k,i,s,-,-,u,-,-,e,-,-
mele1250,k,i,m,-,-,o,-,-,a,-,-
