language,x1,x2,x3,x4
tuam1242,n,i,h,o
penr1237,n,i,h,o
raro1241,n,i,7,o
mang1401,n,i,7,o
maor1246,n,i,h,o
raka1237,n,i,h,o
puka1242,n,i,-,o
rapa1244,n,i,h,o
nort2845,n,i,h,o
hawa1245,n,i,h,o
tahi1242,n,i,h,o
emae1237,n,i,f,o
futu1245,n,i,f,o
wall1257,n,i,f,o
east2447,n,i,f,o
tiko1237,n,i,f,o
niue1239,n,i,f,o
anut1237,n,i,p,o
samo1305,n,i,f,o
tuva1244,n,i,f,o
tong1325,n,i,f,o
renn1242,n,i,h,o
onto1237,N,i,h,o
sika1261,n,i,h,o
nuku1259,n,i,h,o
pile1238,n,i,h,o
kapi1249,n,i,h,a
mele1250,n,i,f,o
