language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
tuam1242,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
penr1237,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
raro1241,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
mang1401,-,-,-,k,-,-,o,-,-,-,-,m,a,n,u,-,-,-,-,-
maor1246,w,a,e,r,o,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
raka1237,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
puka1242,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
rapa1244,-,-,-,n,-,-,a,7,o,n,a,7,-,-,o,-,-,-,-,-
nort2845,-,-,-,n,o,n,o,-,-,-,-,p,-,-,u,r,u,t,i,a
hawa1245,-,-,-,-,-,-,-,-,-,-,-,m,a,k,i,k,-,-,-,a
tahi1242,-,-,-,n,-,-,a,-,o,-,-,n,a,-,o,-,-,-,-,-
emae1237,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
futu1245,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
wall1257,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
east2447,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
tiko1237,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
niue1239,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
anut1237,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
samo1305,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
tong1325,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
renn1242,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
onto1237,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
sika1261,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
nuku1259,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
pile1238,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
kapi1249,-,-,-,l,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
mele1250,-,-,-,n,-,-,a,-,-,-,-,m,-,-,u,-,-,-,-,-
