language,x1,x2,x3,x4,x5
futu1245,s,-,o,m,o
futu1245,t,-,u,p,u
poly1242,t,-,u,p,u
tong1325,t,-,u,p,u
wall1257,h,-,o,m,o
wall1257,t,-,u,p,u
east2447,s,-,o,m,o
tiko1237,t,-,u,p,u
niue1239,t,-,u,p,u
samo1305,t,-,u,p,u
tuva1244,t,-,u,p,u
anut1237,t,-,u,p,u
renn1242,s,-,o,m,o
renn1242,t,-,u,p,u
onto1237,s,-,o,m,o
onto1237,k,-,i,p,u
sika1261,s,-,o,m,o
sika1261,t,-,u,p,u
nuku1259,t,-,i,p,u
nuku1259,h,-,o,m,o
pile1238,t,h,u,p,u
tuam1242,t,-,u,p,u
penr1237,t,-,u,p,u
raro1241,t,-,u,p,u
mang1401,t,-,u,p,u
maor1246,t,-,u,p,u
puka1242,t,-,u,p,u
rapa1244,t,-,u,p,u
rapa1244,r,-,i,k,u
nort2845,t,-,u,p,u
hawa1245,-,-,u,l,u
hawa1245,k,-,u,p,u
tahi1242,t,-,u,p,u
ruru1237,t,-,u,p,u
raiv1237,t,-,u,p,u
