language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
tuam1242,m,o,r,-,i,r,-,-,-,-,-,-,-,e
raro1241,v,a,7,-,i,n,-,-,-,-,-,-,-,e
mang1401,-,a,7,-,a,n,-,-,-,-,-,-,-,a
mang1401,v,e,7,-,i,n,-,-,-,-,-,-,-,e
maor1246,w,a,h,-,i,n,-,-,-,-,-,-,-,e
raka1237,v,a,h,-,i,n,-,-,-,-,-,-,-,e
puka1242,w,a,w,-,i,n,-,-,-,-,-,-,-,e
rapa1244,v,-,-,-,i,7,-,-,-,-,-,-,-,e
nort2845,v,e,h,-,i,n,-,-,-,-,-,-,-,e
hawa1245,w,a,h,-,i,n,-,-,-,-,-,-,-,e
tahi1242,v,a,h,-,i,n,-,-,-,-,-,-,-,e
emae1237,-,-,f,-,i,n,-,a,m,a,t,u,-,a
futu1245,n,a,f,-,u,n,-,-,-,-,-,-,-,e
futu1245,-,-,f,-,i,n,-,-,-,-,-,-,-,e
wall1257,-,-,f,-,i,n,-,e,m,a,t,u,7,a
east2447,-,-,f,-,i,n,-,e,m,a,t,u,7,a
tiko1237,n,o,f,-,i,n,-,e,-,-,-,-,-,-
niue1239,-,-,h,o,a,n,-,a,-,-,-,-,-,-
anut1237,n,o,p,-,i,n,-,e,-,-,-,-,-,-
samo1305,-,a,v,-,-,-,-,a,-,-,-,-,-,-
tong1325,m,a,l,-,i,-,-,-,-,-,-,-,-,-
renn1242,-,-,h,-,i,n,g,i,m,a,t,u,7,a
renn1242,-,-,h,-,i,m,-,-,-,a,t,u,7,a
nuku1259,-,a,v,-,a,n,-,-,-,-,-,-,-,a
pile1238,n,o,h,-,i,n,-,-,-,-,-,-,-,e
kapi1249,-,a,w,-,a,N,-,-,-,-,-,-,-,a
mele1250,t,e,f,-,i,n,-,-,-,-,-,-,-,e
