language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
tong1325,-,-,-,-,-,-,-,-,-,-,N,-,e,-,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,-,-,t,-,e,-,-,-,-,-,-,-,-,-
east2447,-,-,-,k,a,u,l,-,-,e,l,-,a,-,-,-,u,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,r,-,a,-,-,-,u,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,-,-,-,t,e,a,-,-,-,u,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,-,-,-,l,-,a,-,-,-,u,-,-,-,-,-
tuva1244,-,-,-,-,-,-,-,-,-,-,l,-,a,-,-,-,u,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,r,-,a,-,-,-,u,-,-,-,-,-
renn1242,-,-,-,-,-,-,n,-,-,-,g,-,a,-,-,-,u,-,-,-,-,-
onto1237,h,u,i,k,a,-,-,-,-,-,l,-,a,-,-,-,u,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,-,-,l,-,a,-,-,-,u,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,r,-,a,-,-,-,u,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,-,-,-,v,-,a,h,i,k,i,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,l,-,a,-,-,-,u,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,r,-,a,-,-,-,u,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,-,-,-,r,-,a,-,-,-,u,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,-,-,-,t,-,a,-,-,-,i,a,n,e,r,e
mang1401,-,-,-,-,-,-,-,-,-,-,r,-,a,-,-,-,u,-,-,-,-,-
maor1246,-,-,-,-,-,-,-,-,-,-,r,-,a,-,-,-,u,-,-,-,-,-
puka1242,-,-,-,-,a,-,n,-,-,e,l,-,e,-,-,-,-,-,-,-,-,-
puka1242,-,-,-,t,i,-,n,o,w,e,l,-,a,-,-,-,u,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,-,-,-,r,-,a,-,-,-,u,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,7,-,a,-,-,-,u,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,-,-,-,h,-,a,n,e,l,e,-,-,-,-,-
tahi1242,-,-,-,-,-,-,-,-,-,-,r,-,a,-,-,-,u,-,-,-,-,-
tahi1242,-,-,-,h,a,-,n,-,-,e,r,-,e,-,-,-,-,-,-,-,-,-
ruru1237,-,-,-,7,a,-,n,-,-,e,r,-,e,-,-,-,-,-,-,-,-,-
raiv1237,-,-,-,-,-,-,-,-,-,-,G,-,a,-,-,-,u,-,-,-,-,-
