language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
tuam1242,-,-,-,-,-,k,-,u,-,r,i,-,-,-,o
penr1237,-,-,-,-,-,k,-,u,-,r,i,-,-,-,-
raro1241,-,-,-,-,-,k,-,u,-,r,i,-,-,-,-
mang1401,-,-,-,-,-,k,-,u,-,r,i,-,-,-,-
maor1246,-,-,-,-,-,k,-,u,-,r,i,-,-,-,-
raka1237,-,-,-,-,-,k,-,u,-,r,i,-,-,-,-
puka1242,-,-,-,-,-,k,-,u,-,l,i,-,-,-,-
puka1242,p,u,a,-,-,k,a,o,-,-,a,-,-,-,-
rapa1244,-,-,-,-,-,k,-,u,-,r,i,-,-,-,-
rapa1244,p,-,a,-,i,h,-,e,-,N,a,-,-,-,-
nort2845,-,-,-,-,-,k,-,u,-,7,i,-,-,-,-
nort2845,-,-,-,-,-,n,-,u,-,h,e,-,-,-,-
hawa1245,-,-,-,-,-,7,-,i,-,l,i,-,-,-,o
tahi1242,-,-,-,-,-,7,-,u,-,r,i,-,-,-,-
emae1237,-,-,-,-,-,k,-,u,-,r,i,-,-,-,-
futu1245,-,-,-,-,-,k,-,u,-,l,i,-,-,-,-
wall1257,-,-,-,-,-,k,-,u,-,l,i,-,-,-,-
east2447,-,-,-,-,-,k,-,u,-,l,i,-,-,-,-
tiko1237,-,-,-,-,-,k,-,u,-,r,i,-,-,-,-
niue1239,-,-,-,-,-,k,-,u,-,l,i,-,-,-,-
anut1237,-,-,-,-,-,k,-,o,-,r,i,-,-,-,-
samo1305,-,-,-,-,-,7,-,u,-,l,i,-,-,-,-
samo1305,-,-,-,-,-,m,a,i,-,l,e,-,-,-,-
tuva1244,-,-,-,-,-,k,-,u,-,l,i,-,-,-,-
tong1325,-,-,-,-,-,k,-,u,-,l,i,-,-,-,-
renn1242,-,-,-,-,-,k,-,u,n,g,i,-,-,-,-
onto1237,-,-,-,-,-,p,-,o,-,-,i,-,-,-,-
sika1261,-,-,-,-,-,k,-,u,-,l,i,-,-,-,-
nuku1259,m,-,a,n,u,k,-,a,-,-,i,t,a,m,a
pile1238,-,-,-,-,-,k,-,u,-,l,i,-,-,-,-
kapi1249,-,-,-,-,-,p,-,a,-,n,a,-,-,-,-
mele1250,-,-,-,-,-,k,-,o,-,r,i,-,-,-,-
