language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
tuam1242,-,-,-,-,a,-,-,N,-,-,i,-
tuam1242,h,a,r,-,a,-,-,r,-,-,a,-
tuam1242,p,-,-,-,-,-,-,-,-,-,a,-
tuam1242,p,-,-,-,u,-,-,h,-,-,i,-
penr1237,-,a,N,i,a,-,-,N,-,-,i,-
raro1241,-,-,-,-,a,-,-,N,-,-,i,-
raro1241,7,a,r,-,a,-,-,r,-,-,a,-
raro1241,p,-,-,-,u,-,-,7,-,-,i,-
mang1401,-,-,-,-,a,-,-,g,-,-,i,-
mang1401,p,-,-,-,u,-,-,7,-,-,i,-
maor1246,h,-,-,-,u,-,-,-,-,-,a,-
maor1246,p,u,p,-,u,-,-,h,-,-,i,-
raka1237,p,u,p,-,u,-,-,h,-,-,i,-
puka1242,-,-,-,-,a,-,-,N,-,-,i,-
puka1242,p,-,-,-,u,-,-,y,-,-,i,-
rapa1244,p,-,-,-,u,-,-,h,-,-,i,-
nort2845,p,-,-,-,u,-,-,h,-,-,i,-
hawa1245,p,-,-,-,u,-,-,h,-,-,i,-
hawa1245,p,-,-,-,-,-,-,-,-,-,a,-
tahi1242,f,a,r,-,a,-,-,r,-,-,a,-
tahi1242,p,-,-,-,u,-,-,h,-,-,i,-
emae1237,r,-,-,-,i,-,-,f,-,-,i,a
futu1245,-,-,-,-,-,-,-,h,s,a,u,-
futu1245,-,-,-,-,i,-,-,f,-,-,i,a
wall1257,-,-,-,-,a,-,-,N,-,-,i,-
wall1257,-,-,-,-,i,-,-,f,-,-,i,-
wall1257,h,-,-,-,a,v,i,l,-,-,i,-
east2447,-,-,-,-,a,-,-,N,-,-,i,-
east2447,t,-,-,-,a,-,i,l,-,-,i,-
tiko1237,-,-,-,-,a,-,-,N,-,-,i,-
niue1239,-,-,-,-,i,-,-,f,-,-,i,-
niue1239,p,-,-,-,u,-,-,h,-,-,i,-
niue1239,h,a,v,-,i,-,-,l,-,-,i,-
anut1237,p,-,-,-,u,-,-,-,-,-,i,-
samo1305,-,-,-,-,a,-,-,N,-,-,i,-
samo1305,s,-,-,-,a,-,-,-,-,-,u,-
tuva1244,-,-,-,-,a,-,-,g,-,-,i,-
tuva1244,p,-,-,-,u,-,-,h,-,-,i,-
tong1325,-,-,-,-,a,-,-,N,-,-,i,-
tong1325,-,-,-,-,i,-,-,f,-,-,i,-
renn1242,p,-,-,-,u,-,-,s,-,-,i,-
renn1242,t,-,-,-,a,-,i,n,g,-,i,-
onto1237,m,-,-,-,a,-,i,l,-,-,i,-
sika1261,-,-,-,-,a,-,-,n,-,-,i,-
nuku1259,-,-,-,-,a,-,-,n,-,-,i,-
nuku1259,-,-,-,-,o,-,-,k,-,-,o,-
nuku1259,-,-,-,-,i,-,-,r,-,-,i,-
pile1238,v,-,-,-,e,-,-,N,-,-,i,a
kapi1249,-,-,-,-,a,-,-,N,-,-,i,-
mele1250,s,-,-,-,u,-,-,-,-,-,i,a
