language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
tuam1242,h,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
penr1237,h,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
raro1241,7,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
mang1401,7,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
maor1246,f,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
raka1237,f,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
raka1237,v,a,i,r,a,N,a,k,a,v,e,-,-,-,i,N,a
puka1242,m,-,-,-,-,-,-,-,-,-,a,t,-,-,a,-,-
puka1242,w,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
rapa1244,h,-,-,-,-,-,-,-,-,-,e,t,u,7,u,-,-
nort2845,f,-,-,-,-,-,-,-,-,-,e,t,-,-,o,-,e
hawa1245,h,-,-,-,-,-,-,-,-,-,o,k,-,-,u,-,-
tahi1242,f,-,-,-,-,-,-,-,-,-,e,t,-,-,i,7,a
emae1237,f,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
futu1245,f,-,-,-,-,-,-,-,-,-,a,t,-,-,u,-,-
wall1257,f,-,-,-,-,-,-,-,-,-,e,t,u,7,u,-,-
east2447,f,-,-,-,-,-,-,-,-,-,e,t,u,7,u,-,-
tiko1237,f,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
niue1239,f,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
anut1237,p,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
samo1305,f,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
tuva1244,f,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
tong1325,f,-,-,-,-,-,-,-,-,-,e,t,u,7,u,-,-
renn1242,h,-,-,-,-,-,-,-,-,-,e,t,u,7,u,-,-
onto1237,h,-,-,-,-,-,-,-,-,-,e,k,-,-,u,-,-
sika1261,h,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
nuku1259,h,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
pile1238,h,-,-,-,-,-,-,-,-,-,e,t,-,-,u,-,-
kapi1249,h,-,-,-,-,-,-,-,-,-,e,d,-,-,u,-,-
mele1250,m,-,-,-,-,-,-,-,-,-,a,s,-,-,o,-,i
