language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
tuam1242,-,-,-,t,a,-,r,i,N,a,-
penr1237,-,-,-,t,a,-,r,i,N,a,-
raro1241,-,-,-,t,a,-,r,i,N,a,-
mang1401,-,-,-,t,a,-,r,i,N,a,-
maor1246,-,-,-,t,a,-,r,i,N,a,-
raka1237,-,-,-,t,a,-,r,i,N,a,-
puka1242,-,-,-,t,a,-,l,i,N,a,-
rapa1244,-,-,-,t,a,-,r,i,N,a,-
nort2845,-,-,-,p,-,-,-,u,-,a,-
hawa1245,p,e,-,p,e,-,-,i,-,a,o
tahi1242,-,-,-,t,a,-,r,i,7,a,-
emae1237,-,-,-,t,a,-,r,i,N,a,-
futu1245,-,-,-,t,a,-,r,i,N,a,-
wall1257,-,-,-,t,a,-,l,i,g,a,-
east2447,-,-,-,t,a,-,l,i,g,a,-
tiko1237,-,-,-,t,a,-,r,i,N,a,-
niue1239,-,-,-,t,e,-,l,i,N,a,-
anut1237,-,-,-,t,a,-,r,i,N,a,-
samo1305,-,-,-,t,a,-,l,i,N,a,-
tuva1244,-,-,-,t,a,-,l,i,g,a,-
tong1325,-,-,-,t,e,-,l,i,N,a,-
renn1242,-,-,-,t,a,n,g,i,N,a,-
onto1237,-,-,-,k,a,-,l,i,N,a,-
sika1261,-,-,-,t,a,-,l,i,n,a,-
nuku1259,k,a,u,t,a,-,r,i,n,a,-
pile1238,-,-,-,t,a,-,l,i,N,a,-
kapi1249,-,-,-,d,a,-,l,i,N,a,-
mele1250,-,-,-,t,e,-,r,i,N,a,-
