language,x1,x2,x3,x4,x5
emae1237,b,a,-,r,u
futu1245,v,a,-,r,u
tong1325,v,a,-,l,u
wall1257,v,a,-,l,u
east2447,v,a,-,l,u
tiko1237,v,a,-,r,u
niue1239,v,a,-,l,u
samo1305,v,a,-,l,u
tuva1244,v,a,-,l,u
anut1237,v,a,-,r,u
renn1242,b,a,n,g,u
onto1237,v,a,-,l,u
sika1261,v,a,-,l,u
nuku1259,v,a,-,r,u
pile1238,v,a,-,l,u
kapi1249,w,a,-,l,u
tuam1242,v,a,-,r,u
penr1237,v,a,-,r,u
raro1241,v,a,-,r,u
mang1401,v,a,-,r,u
maor1246,w,a,-,r,u
puka1242,v,a,-,l,u
rapa1244,v,a,-,7,u
nort2845,v,a,-,7,u
hawa1245,w,a,-,l,u
tahi1242,v,a,-,7,u
ruru1237,v,a,-,7,u
raiv1237,v,a,-,G,u
mele1250,b,a,-,r,u
