language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
emae1237,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,e,-,-
futu1245,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,e,-,-
poly1242,-,-,-,-,t,a,-,k,-,-,-,-,o,t,-,-,o,-,-
tong1325,-,-,-,-,t,o,-,k,-,-,-,-,o,t,-,-,o,-,-
wall1257,-,-,-,-,t,a,-,k,-,-,-,-,o,t,-,-,o,-,-
east2447,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,e,-,-
tiko1237,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,e,-,-
niue1239,-,-,-,-,t,a,-,k,-,-,-,-,o,t,-,-,o,-,-
samo1305,-,-,-,-,t,a,-,7,-,-,-,-,o,t,-,-,o,-,-
tuva1244,-,-,-,-,m,o,e,k,-,-,i,l,a,l,-,-,o,-,-
tuva1244,-,-,-,-,f,a,-,k,-,-,a,p,a,l,-,-,e,-,-
anut1237,-,-,-,-,t,a,-,k,-,-,-,-,o,t,-,-,o,-,-
renn1242,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,e,-,-
onto1237,-,-,-,-,k,a,-,7,-,-,-,-,o,k,-,-,o,-,-
sika1261,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,e,-,-
nuku1259,-,-,-,-,t,a,-,k,-,-,-,-,o,t,-,-,o,-,-
pile1238,-,-,-,-,t,a,-,k,-,-,-,-,o,t,-,-,o,-,-
kapi1249,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,e,-,-
tuam1242,-,-,-,-,t,a,-,k,-,-,-,-,o,t,-,-,o,-,-
penr1237,-,-,-,-,t,a,-,k,-,-,-,-,o,t,-,-,o,-,-
raro1241,7,a,k,a,t,a,-,k,-,-,-,-,o,t,-,-,o,-,-
raro1241,-,-,-,-,7,a,-,k,a,t,i,p,a,p,-,-,a,-,-
raro1241,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,e,-,-
mang1401,-,-,-,-,7,a,-,k,a,-,e,-,a,r,a,N,a,-,-
maor1246,-,-,-,-,t,a,-,k,-,-,-,-,o,t,-,-,o,-,-
raka1237,-,-,-,-,r,o,-,h,-,-,-,-,a,r,-,-,o,h,a
raka1237,-,-,-,-,t,a,-,k,-,-,-,-,a,t,-,-,o,-,-
puka1242,-,-,-,-,t,a,-,k,-,-,-,-,o,t,-,-,o,-,-
puka1242,-,-,-,-,m,o,e,k,-,-,i,l,a,l,-,-,o,-,-
rapa1244,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,e,-,-
nort2845,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,e,-,-
hawa1245,h,-,-,i,n,a,-,m,-,-,-,-,o,-,-,-,e,-,-
tahi1242,-,-,-,-,t,a,-,7,-,-,-,-,o,t,-,-,o,-,-
ruru1237,-,-,-,-,t,i,-,r,-,-,-,-,a,7,-,-,a,-,-
ruru1237,-,-,-,-,t,i,-,p,-,-,-,-,a,p,-,-,a,-,-
ruru1237,-,-,-,-,t,a,-,r,-,-,-,-,a,v,-,-,a,-,-
raiv1237,-,-,-,-,t,i,-,G,-,-,-,-,a,h,-,-,a,-,-
mele1250,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,e,-,-
