language,x1,x2,x3,x4,x5
tuam1242,v,a,h,a,-
tuam1242,N,u,t,u,-
penr1237,v,a,h,a,-
raro1241,v,a,7,a,-
mang1401,7,a,7,a,-
maor1246,w,a,h,a,-
raka1237,v,a,h,a,-
raka1237,N,u,t,u,-
puka1242,N,u,t,u,-
rapa1244,h,a,h,a,-
rapa1244,N,u,t,u,-
nort2845,f,a,f,a,-
nort2845,n,u,t,u,-
hawa1245,w,a,h,a,-
tahi1242,v,a,h,a,-
emae1237,N,u,t,u,-
futu1245,f,a,f,a,-
wall1257,m,u,t,u,-
east2447,N,u,t,u,-
tiko1237,N,u,t,u,-
niue1239,N,u,t,u,-
anut1237,N,u,t,u,-
samo1305,N,u,t,u,-
tuva1244,g,u,t,u,-
tong1325,N,u,t,u,-
renn1242,N,u,t,u,-
onto1237,p,u,7,u,-
sika1261,p,u,k,u,a
nuku1259,p,u,k,u,a
pile1238,N,u,t,u,-
kapi1249,h,a,h,a,-
kapi1249,N,u,d,u,-
mele1250,N,u,t,u,-
