language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
emae1237,-,-,t,-,-,a,-,-,-,-,u,-,a,i
futu1245,-,-,k,-,-,u,-,-,m,-,i,-,a,-
tong1325,-,-,k,-,-,u,-,-,k,-,u,-,-,-
wall1257,-,-,k,-,-,u,-,-,k,-,u,-,-,-
wall1257,-,-,p,-,-,u,-,-,k,-,e,-,-,-
wall1257,-,-,h,-,-,a,-,-,p,-,o,-,-,-
wall1257,-,-,t,-,-,a,-,-,N,-,o,-,-,-
east2447,-,-,k,-,-,u,-,-,k,-,u,-,-,-
east2447,-,-,s,-,-,a,-,-,p,-,o,-,-,-
tiko1237,-,-,f,-,-,e,-,-,s,-,u,-,-,-
tiko1237,-,-,k,-,-,u,-,-,k,-,u,-,-,-
tiko1237,-,-,p,-,-,u,-,-,k,-,e,-,-,-
tiko1237,s,a,p,-,-,o,-,-,-,-,-,-,-,-
niue1239,-,-,k,-,-,u,-,-,k,-,u,-,-,-
niue1239,-,-,h,-,-,a,-,-,p,-,o,-,-,-
samo1305,-,-,7,-,-,u,-,-,7,-,u,-,-,-
tuva1244,-,-,p,-,-,u,-,-,k,-,e,-,-,-
tuva1244,-,-,t,-,-,a,-,-,g,-,o,-,-,-
anut1237,-,-,k,-,-,u,-,-,k,-,u,-,-,-
renn1242,-,-,p,i,p,i,-,-,k,-,i,-,-,-
renn1242,-,-,7,-,-,o,-,-,s,-,o,-,-,-
onto1237,-,-,k,-,-,a,-,o,h,-,i,-,-,-
sika1261,-,-,t,-,-,a,-,o,h,-,i,-,-,-
nuku1259,-,-,t,-,-,a,-,o,h,-,i,-,-,-
pile1238,-,-,p,-,-,i,-,-,k,-,i,-,a,-
kapi1249,-,-,t,-,-,a,-,-,h,-,i,-,-,-
tuam1242,-,-,t,-,-,a,-,-,N,-,o,-,-,-
penr1237,-,-,k,-,-,u,-,-,k,-,u,-,-,-
penr1237,-,-,t,-,-,a,-,-,N,-,o,-,-,-
raro1241,-,-,k,-,-,u,-,-,k,-,u,-,a,-
raro1241,-,-,t,-,-,a,-,-,N,-,o,-,-,-
mang1401,-,-,t,-,-,a,-,-,m,a,u,-,-,-
maor1246,-,-,p,-,-,u,-,-,p,-,u,r,i,-
raka1237,-,-,m,-,-,a,-,-,-,-,u,-,-,-
puka1242,-,-,l,-,-,i,-,-,k,-,o,-,-,-
puka1242,-,-,t,-,-,a,-,-,N,-,o,-,-,-
rapa1244,-,-,k,-,-,u,-,-,k,-,u,-,-,-
rapa1244,-,-,-,-,-,a,-,-,r,-,u,-,-,-
nort2845,-,-,7,-,-,i,-,-,7,-,i,m,a,-
nort2845,-,-,m,-,-,a,-,-,-,-,u,-,-,-
hawa1245,-,-,p,-,-,a,-,-,7,-,a,-,-,-
tahi1242,-,-,t,-,-,a,p,e,7,-,a,-,-,-
ruru1237,-,-,t,-,-,a,p,e,7,-,a,-,-,-
raiv1237,-,-,G,-,-,a,v,-,-,-,e,-,-,-
mele1250,-,-,p,-,-,u,-,a,t,-,i,-,a,-
