language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
emae1237,-,-,s,a,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-
futu1245,-,-,s,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
poly1242,-,-,s,a,-,-,7,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,k,-,-,-,-,o,-,v,i,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,k,-,-,-,-,o,-,v,i,-,-,-,-,-,-
east2447,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,n,-,-,-,-,o
tiko1237,-,-,p,a,r,i,k,-,-,-,-,-,-,-,i,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,l,-,-,-,-,-,-,-,e,-,a,-,-,N,a
samo1305,-,-,-,-,-,-,7,-,-,-,-,-,-,-,i,n,o,7,i,n,o
tuva1244,-,-,m,a,-,-,h,-,-,-,-,e,-,-,i,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,k,-,-,-,-,o,-,v,i,-,-,-,-,-,-
renn1242,m,a,s,e,-,-,7,-,-,-,-,-,-,-,i,-,-,-,-,-,-
renn1242,-,-,s,o,-,-,N,-,-,-,-,-,-,-,o,-,-,-,-,-,-
onto1237,-,-,7,-,-,-,-,-,-,-,-,-,-,-,i,N,-,-,-,-,o
sika1261,-,-,h,a,-,-,k,a,k,i,n,o,-,k,i,n,-,-,-,-,o
nuku1259,-,-,t,a,-,-,k,-,-,-,-,a,-,h,a,r,-,-,-,-,a
pile1238,t,-,h,a,-,-,p,-,-,-,-,-,-,-,e,-,-,-,-,-,o
kapi1249,-,-,-,-,-,-,h,-,-,u,-,a,-,-,i,t,-,-,-,-,u
tuam1242,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,r,-,-,-,-,o
penr1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,n,-,-,-,-,o
raro1241,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,n,-,-,-,-,o
mang1401,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,n,-,-,-,-,o
maor1246,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,n,-,-,-,-,o
raka1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,n,-,-,-,-,o
puka1242,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,n,-,-,-,-,o
rapa1244,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,n,-,-,-,-,o
nort2845,-,-,-,-,-,-,7,-,-,-,-,-,-,-,i,n,-,-,-,-,o
nort2845,-,-,h,a,-,u,h,-,-,-,-,-,-,-,a,-,-,-,-,-,u
hawa1245,-,-,-,-,-,-,7,-,-,-,-,-,-,-,i,n,-,-,-,-,o
tahi1242,-,-,-,-,-,-,7,-,-,-,-,-,-,-,i,n,-,-,-,-,o
ruru1237,-,-,-,-,-,-,7,-,-,-,-,-,-,-,i,n,-,-,-,-,o
ruru1237,-,-,-,-,-,-,m,-,-,-,-,a,n,u,e,n,-,-,-,-,u
raiv1237,-,-,-,-,-,-,7,-,-,-,-,-,-,-,i,n,-,-,-,-,o
mele1250,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a
