language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
tuam1242,-,-,r,-,a,-,-,-,-,-,-,-,-,-,-,h,-,-,i
raro1241,-,-,-,-,a,N,-,-,-,-,i,-,-,-,a,N,-,-,i
raro1241,-,-,r,-,a,-,-,-,-,-,i,-,-,r,a,-,-,-,i
mang1401,-,-,r,-,i,k,-,-,-,-,i,-,-,r,i,k,-,-,i
maor1246,-,-,r,-,a,h,-,-,-,-,i,-,-,r,a,h,-,-,i
raka1237,-,-,-,-,a,N,-,-,-,-,i,-,-,-,a,N,-,-,i
raka1237,-,-,r,-,a,h,-,-,-,-,i,-,-,r,a,h,-,-,i
puka1242,-,-,l,-,a,l,-,-,-,-,-,-,-,-,a,w,-,-,i
puka1242,-,-,t,-,u,t,-,-,-,-,-,-,-,-,u,l,-,-,e
rapa1244,-,-,r,-,a,-,-,-,-,-,-,-,-,-,-,7,-,-,i
nort2845,-,-,k,-,a,h,-,-,-,-,i,-,-,k,a,h,-,-,i
nort2845,-,-,7,-,a,k,-,-,-,-,i,-,-,-,a,k,-,-,i
nort2845,p,i,7,-,a,h,-,-,-,-,i,-,-,7,a,h,-,-,i
hawa1245,-,-,l,-,a,-,-,-,-,-,-,-,-,-,-,h,-,-,i
tahi1242,-,-,r,-,a,-,-,-,-,-,i,-,-,r,a,-,-,-,i
emae1237,-,-,m,-,a,n,-,-,-,-,i,f,i,n,i,f,-,-,i
futu1245,-,-,m,-,a,-,-,-,-,-,-,f,i,n,-,f,i,n,i
wall1257,-,-,m,-,a,n,-,-,-,-,i,-,-,-,-,f,-,-,i
east2447,-,-,m,-,a,n,-,-,-,-,i,-,-,-,-,f,-,-,i
tiko1237,-,-,-,-,-,n,-,-,-,-,i,-,-,-,-,f,-,-,i
niue1239,-,-,-,-,a,l,-,-,-,-,e,-,-,-,a,l,-,-,e
anut1237,-,-,m,-,a,n,-,-,-,-,i,-,-,-,-,p,-,-,i
samo1305,-,-,m,-,a,n,-,-,-,-,i,-,-,-,-,f,-,-,i
tuva1244,-,-,t,u,a,n,-,-,-,-,i,-,-,-,-,k,-,-,i
tong1325,-,-,m,-,a,n,-,-,-,-,i,-,-,-,-,f,-,-,i
renn1242,-,-,m,-,a,n,-,-,-,-,i,-,-,-,-,h,-,-,i
onto1237,-,-,m,-,a,N,-,-,-,-,i,-,-,-,-,h,-,-,i
sika1261,-,-,t,u,a,l,-,-,-,-,i,-,-,-,-,k,-,-,i
nuku1259,-,-,-,-,-,r,-,-,-,r,a,-,-,-,-,h,-,-,i
nuku1259,-,-,t,u,a,r,i,k,i,r,i,-,-,-,-,k,-,-,i
pile1238,-,-,m,-,a,n,-,-,-,-,i,-,-,-,-,h,-,-,i
kapi1249,-,-,r,-,a,h,-,-,-,-,i,-,-,r,a,h,-,-,i
mele1250,-,-,m,-,a,n,-,f,-,-,i,-,-,n,i,f,-,-,i
