language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
tuam1242,-,-,-,-,r,a,-,h,-,-,-,a,-
penr1237,r,a,h,a,r,a,-,h,-,-,-,a,-
raro1241,-,-,-,-,7,a,-,7,a,n,-,o,-
raro1241,-,-,-,-,-,a,-,t,e,-,-,a,-
mang1401,7,-,-,a,t,a,-,7,a,t,-,a,-
maor1246,-,-,-,-,-,-,-,f,a,n,u,i,-
raka1237,-,-,-,a,t,e,-,-,-,-,-,a,-
raka1237,p,-,-,a,t,a,-,p,a,t,-,a,-
puka1242,l,a,p,a,l,a,-,p,-,-,-,a,-
rapa1244,-,-,-,-,-,-,-,k,-,-,-,a,u
nort2845,f,-,-,a,t,e,-,-,-,-,-,a,-
hawa1245,-,-,-,-,-,a,-,k,e,-,-,a,-
tahi1242,7,-,-,-,-,a,-,7,a,n,-,o,-
futu1245,h,-,-,-,l,a,-,f,-,-,-,a,-
wall1257,l,a,-,u,l,a,-,h,-,-,-,i,-
east2447,l,a,-,u,l,a,-,s,-,-,-,i,-
tiko1237,l,a,f,a,l,a,-,f,-,-,-,a,-
niue1239,l,a,-,u,l,a,-,h,-,-,-,i,-
samo1305,l,a,-,u,t,e,-,l,-,-,-,e,-
samo1305,-,a,-,-,t,e,a,t,e,-,-,a,-
tuva1244,l,a,-,u,-,e,-,f,-,-,-,a,-
tong1325,l,a,-,u,l,a,-,h,-,-,-,i,-
onto1237,-,-,-,-,l,a,-,h,-,-,-,a,-
sika1261,l,-,-,-,l,a,-,h,-,-,-,a,-
nuku1259,r,a,h,a,r,a,-,h,-,-,-,a,-
pile1238,l,a,-,u,-,e,-,h,-,-,-,a,-
kapi1249,b,-,-,a,l,a,-,h,-,-,-,a,-
