language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
emae1237,f,-,a,-,-,-,t,-,i,r,-,-,-,-,i
futu1245,v,-,e,-,-,-,h,S,i,r,-,-,-,-,i
poly1242,m,-,a,-,-,-,-,-,-,n,-,-,-,-,a
tong1325,m,-,a,-,-,-,-,-,-,n,-,-,-,-,a
wall1257,f,-,a,i,s,i,s,-,i,l,-,-,-,-,i
wall1257,m,-,a,-,-,-,-,-,-,n,-,-,-,-,a
east2447,m,-,a,-,-,-,-,-,-,n,-,-,-,-,a
tiko1237,f,-,a,-,-,-,-,-,-,t,i,t,i,r,i
tiko1237,m,-,a,-,-,-,-,-,-,n,-,-,-,-,a
niue1239,p,-,a,-,-,-,k,-,u,l,-,-,a,g,i
samo1305,f,-,a,i,t,i,t,-,i,l,-,-,-,-,i
tuva1244,m,-,a,-,-,-,-,-,-,n,-,-,-,-,a
anut1237,m,-,a,-,-,-,-,-,-,n,-,-,-,-,a
renn1242,h,-,a,-,t,u,t,-,i,n,-,-,-,g,i
renn1242,m,-,a,-,-,-,-,-,-,n,-,-,-,-,a
onto1237,h,-,a,-,-,-,k,-,u,l,-,-,-,-,i
sika1261,m,-,a,-,-,-,-,-,-,n,-,-,-,-,a
nuku1259,h,-,a,-,t,-,t,-,u,r,-,-,-,-,i
pile1238,p,-,a,-,-,-,s,-,i,l,-,-,-,-,i
kapi1249,-,-,a,-,-,-,t,-,i,l,-,-,-,-,i
tuam1242,f,-,a,-,t,u,t,-,i,r,-,-,-,-,i
penr1237,h,-,a,-,t,u,t,-,i,r,-,-,-,-,i
raro1241,m,-,a,-,N,-,-,-,u,N,-,-,-,-,u
mang1401,-,-,a,-,t,u,t,-,i,r,-,-,-,-,i
maor1246,f,-,a,-,t,i,t,-,i,r,-,-,-,-,i
raka1237,f,-,a,-,t,i,t,-,i,r,-,-,-,-,i
raka1237,-,-,-,-,t,u,k,-,-,-,-,-,-,-,i
puka1242,w,-,a,-,t,i,t,-,i,l,-,-,-,-,i
rapa1244,p,-,a,-,t,-,-,-,i,r,-,-,-,-,i
nort2845,p,h,a,-,t,o,t,-,-,-,-,-,-,-,e
hawa1245,h,-,e,-,-,-,k,-,i,l,-,-,-,-,i
tahi1242,p,-,a,-,t,-,-,-,i,r,-,-,-,-,i
ruru1237,p,-,a,-,t,-,-,-,i,r,-,-,-,-,i
raiv1237,p,-,a,-,t,-,-,-,i,G,-,-,-,-,i
mele1250,p,-,a,-,t,-,S,-,i,r,-,-,-,-,i
