language,x1,x2,x3,x4,x5
tuam1242,-,-,a,u,a
penr1237,t,-,a,u,a
raro1241,-,-,a,u,a
maor1246,t,-,e,n,a
maor1246,t,-,e,r,a
raka1237,t,-,a,u,a
raka1237,t,-,e,i,a
puka1242,t,-,e,l,a
puka1242,t,-,e,i,a
rapa1244,-,-,e,r,a
nort2845,t,-,e,7,a
hawa1245,-,-,-,l,a
hawa1245,-,-,-,n,a
tahi1242,t,-,e,r,a
emae1237,-,-,i,r,a
futu1245,t,-,e,n,a
wall1257,k,-,o,h,e
tiko1237,-,-,-,n,a
niue1239,-,-,-,i,a
anut1237,-,-,e,n,a
samo1305,l,-,e,n,a
samo1305,l,-,e,l,a
tuva1244,t,-,e,n,a
tuva1244,t,-,e,l,a
tong1325,k,o,e,n,a
renn1242,-,-,i,-,a
nuku1259,-,-,-,n,a
nuku1259,-,-,-,r,a
pile1238,t,-,e,n,a
kapi1249,t,-,e,r,a
mele1250,n,-,e,r,a
