language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
tuam1242,-,k,-,-,o,-,-,-,-,-,u,-,-,-,m,a
penr1237,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
mang1401,-,k,-,-,u,p,e,r,-,-,u,-,-,-,-,-
maor1246,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
raka1237,-,-,-,-,a,-,-,l,-,-,o,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,-,-,-,u,m,a,u,m,a
raka1237,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,-,-,u,m,-,-,-,a
puka1242,-,-,-,-,-,-,-,w,-,-,u,-,-,-,-,-
puka1242,a,l,-,-,o,-,a,l,-,-,o,-,-,-,-,-
rapa1244,-,7,-,-,-,-,-,-,-,-,u,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
nort2845,-,k,-,-,i,-,-,7,-,-,i,n,e,-,n,e
hawa1245,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
tahi1242,-,t,-,-,i,-,-,t,-,-,i,-,-,-,-,-
emae1237,-,m,-,-,u,-,-,m,-,-,u,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
wall1257,-,h,-,-,u,-,-,h,-,-,u,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
niue1239,-,h,-,-,u,-,-,h,-,-,u,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
samo1305,-,s,-,-,u,-,-,s,-,-,u,-,-,-,-,-
tuva1244,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
tong1325,-,h,-,-,u,-,-,h,-,-,u,-,-,-,-,-
renn1242,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
nuku1259,-,h,a,t,a,-,-,h,a,t,a,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
pile1238,-,h,a,t,a,-,-,h,a,t,a,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
mele1250,-,s,-,-,u,-,-,s,-,-,u,-,-,-,-,-
