language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
tuam1242,-,-,-,-,i,-,h,-,u,-,-,-,-
penr1237,-,-,-,-,i,-,s,-,u,-,-,-,-
raro1241,-,-,-,-,-,-,p,-,u,t,a,N,i
mang1401,-,-,-,-,i,-,7,-,u,-,-,-,-
maor1246,-,-,-,-,i,-,h,-,u,-,-,-,-
raka1237,-,-,-,-,i,-,s,-,u,-,-,-,-
puka1242,-,-,-,-,i,-,y,-,u,-,-,-,-
rapa1244,-,-,-,-,i,-,h,-,u,-,-,-,-
nort2845,-,-,-,-,i,-,h,-,u,-,-,-,-
hawa1245,-,-,-,-,i,-,h,-,u,-,-,-,-
tahi1242,-,-,-,-,i,-,h,-,u,-,-,-,-
emae1237,-,-,-,-,i,-,s,-,u,-,-,-,-
futu1245,-,-,-,-,i,-,s,-,u,-,-,-,-
wall1257,-,-,-,-,i,-,h,-,u,-,-,-,-
east2447,-,-,-,-,i,-,s,-,u,-,-,-,-
tiko1237,-,-,-,-,i,-,s,-,u,-,-,-,-
niue1239,-,-,-,-,i,-,h,-,u,-,-,-,-
anut1237,-,-,-,-,i,-,-,-,u,-,-,-,-
samo1305,-,-,-,-,i,-,s,-,u,-,-,-,-
tuva1244,-,-,-,-,i,-,h,-,u,-,-,-,-
tong1325,-,-,-,-,i,-,h,-,u,-,-,-,-
renn1242,-,-,-,-,i,-,s,-,u,-,-,-,-
onto1237,-,-,-,-,i,-,s,-,u,-,-,-,-
onto1237,-,-,-,a,i,-,s,-,u,-,-,-,-
sika1261,-,-,k,a,i,u,s,-,u,-,-,-,-
nuku1259,-,-,k,a,i,-,h,-,u,-,-,-,-
pile1238,-,-,-,-,i,-,-,-,u,-,-,-,-
pile1238,p,o,N,a,i,-,-,-,u,-,-,-,-
kapi1249,-,-,-,-,u,-,h,i,u,-,-,-,-
mele1250,-,-,-,-,u,-,s,-,u,-,-,-,-
