language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
tuam1242,-,-,-,-,m,a,-,-,h,-,a,-,r,-,-,-,-,-,-,a,-,-,-
penr1237,-,-,-,-,m,a,-,-,n,-,a,-,k,-,-,-,-,-,-,o,-,-,-
raro1241,-,-,-,-,m,a,-,-,7,-,a,-,r,-,-,-,-,-,-,a,-,-,-
mang1401,-,-,-,-,m,a,-,-,k,-,a,-,r,-,-,-,-,-,-,a,-,-,-
maor1246,-,-,-,-,f,a,-,-,k,a,a,-,r,-,-,-,-,-,-,o,-,-,-
raka1237,h,a,k,a,m,a,-,-,n,-,a,-,k,-,-,-,-,-,-,o,-,-,-
raka1237,-,-,-,-,m,a,-,-,h,-,a,-,r,-,-,-,-,-,-,a,-,-,-
puka1242,-,-,-,-,m,a,-,-,n,-,a,-,t,-,-,-,-,-,-,u,-,-,-
puka1242,-,-,-,-,m,a,-,-,y,-,a,-,l,-,-,-,-,-,-,a,-,-,-
puka1242,-,-,-,-,m,a,-,-,n,-,a,-,k,-,-,-,-,-,-,o,-,-,-
rapa1244,-,-,-,-,m,a,-,-,n,-,a,-,7,-,-,-,-,-,-,u,-,-,-
nort2845,-,-,-,-,m,a,-,-,7,-,a,-,k,-,-,-,-,a,-,u,-,-,-
hawa1245,-,-,-,-,m,a,-,-,n,-,a,-,7,-,-,-,-,-,-,o,-,-,-
tahi1242,-,-,-,-,m,a,-,-,n,-,a,-,7,-,-,-,-,-,-,o,-,-,-
emae1237,-,-,-,-,f,a,-,-,k,-,a,-,t,-,-,-,-,-,-,u,r,i,a
futu1245,-,-,-,-,m,a,-,-,n,-,a,-,t,-,-,-,-,-,-,u,-,-,-
wall1257,-,-,-,-,m,a,-,-,h,-,a,-,l,-,-,-,-,-,-,o,-,-,-
wall1257,-,-,-,-,m,a,-,-,n,-,a,-,t,-,-,-,-,-,-,u,-,-,-
east2447,-,-,-,-,m,a,-,-,s,-,a,-,l,-,-,-,-,-,-,o,-,-,-
east2447,-,-,-,-,m,a,-,-,n,-,a,-,t,-,-,-,-,-,-,u,-,-,-
tiko1237,-,-,-,-,m,a,-,-,n,-,a,-,t,-,-,-,-,-,-,u,-,-,-
niue1239,-,-,-,-,m,a,-,-,h,-,a,-,l,-,-,-,-,-,-,a,-,-,-
niue1239,-,-,-,-,m,a,-,-,n,-,a,-,t,-,-,-,-,-,-,u,-,-,-
anut1237,-,-,-,-,m,a,-,-,n,-,a,-,t,-,-,-,-,-,-,u,-,-,-
samo1305,-,-,-,-,m,a,-,-,f,-,a,u,f,-,-,-,-,a,-,u,-,-,-
samo1305,-,-,-,-,m,a,-,-,n,-,a,-,t,-,-,-,-,-,-,u,-,-,-
tuva1244,-,-,-,-,l,a,g,o,n,-,a,-,-,-,-,-,-,-,-,-,-,-,-
tuva1244,-,-,-,-,m,a,-,-,n,-,a,-,t,-,-,-,-,-,-,u,-,-,-
tuva1244,-,-,-,-,m,a,-,-,f,-,a,u,f,-,-,-,-,a,-,u,-,-,-
tong1325,-,-,-,-,f,a,-,-,k,-,a,-,k,a,-,u,k,a,-,u,-,-,-
renn1242,-,-,-,-,m,a,-,-,n,-,a,-,t,-,-,-,-,-,-,u,-,-,-
onto1237,-,-,-,-,h,a,-,-,k,-,a,o,k,-,-,-,-,-,-,o,-,-,-
sika1261,-,-,-,-,h,a,-,-,k,-,a,-,t,e,l,e,t,e,l,e,-,-,-
nuku1259,-,-,-,-,m,a,-,-,n,-,a,-,t,-,-,-,-,-,-,u,-,-,-
pile1238,-,-,-,-,m,-,-,-,n,-,a,-,t,-,-,-,-,-,-,u,-,-,a
pile1238,-,-,-,-,h,i,-,-,N,-,a,-,-,-,-,-,-,-,-,-,-,-,-
kapi1249,-,-,-,-,h,a,-,-,k,-,a,-,p,-,-,-,-,a,-,u,-,-,-
mele1250,-,-,-,-,m,a,-,-,n,-,-,-,t,-,-,-,-,-,-,u,-,-,a
