language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
tuam1242,-,-,k,a,-,-,t,-,-,-,-,a
penr1237,-,-,k,a,-,-,t,-,-,-,-,a
raro1241,-,-,k,a,-,-,t,-,-,-,-,a
mang1401,-,-,k,a,-,-,t,-,-,-,-,a
maor1246,-,-,k,a,-,-,t,-,-,-,-,a
raka1237,-,-,k,a,-,-,t,-,-,-,-,a
puka1242,-,-,k,a,k,a,t,-,-,-,-,a
rapa1244,-,-,k,a,-,-,t,-,-,-,-,a
nort2845,-,-,7,a,-,-,t,-,-,-,-,a
hawa1245,-,-,7,a,-,-,k,-,-,-,-,a
tahi1242,-,-,7,a,-,-,t,-,-,-,-,a
emae1237,-,-,k,a,-,-,t,-,-,-,-,a
futu1245,-,-,k,a,-,-,t,-,-,-,-,a
wall1257,-,-,k,a,-,-,t,-,-,-,-,a
east2447,-,-,k,a,-,-,t,-,-,-,-,a
tiko1237,-,-,k,a,-,-,t,-,-,-,-,a
niue1239,-,-,k,a,-,-,t,-,-,-,-,a
anut1237,-,-,k,a,-,-,t,-,-,-,-,a
samo1305,-,-,7,a,-,-,t,-,-,-,-,a
tuva1244,-,-,k,a,-,-,t,-,-,-,-,a
tong1325,-,-,k,a,-,-,t,-,-,-,-,a
renn1242,-,-,k,a,-,-,t,-,-,-,-,a
onto1237,-,-,7,a,-,-,k,-,-,-,-,a
sika1261,-,-,k,a,-,-,t,-,-,-,-,a
nuku1259,p,i,h,a,-,-,-,-,-,-,-,-
pile1238,-,-,k,a,-,-,t,-,-,-,-,a
kapi1249,-,-,k,a,-,-,t,a,k,a,t,a
mele1250,-,-,k,a,-,-,t,-,-,-,-,a
