language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
tuam1242,-,-,-,N,-,-,-,-,-,a,h,e,r,e,-,-,-,-,-,-,-
tuam1242,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
penr1237,-,-,-,v,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
raro1241,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,l,u
mang1401,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
maor1246,-,-,-,N,-,-,-,-,-,a,h,e,r,e,-,-,-,-,-,-,-
raka1237,-,-,-,r,-,-,-,a,k,a,-,-,-,u,-,-,-,-,-,-,-
puka1242,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
nort2845,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
hawa1245,-,-,-,u,l,u,l,a,7,a,-,-,-,u,-,-,-,-,-,-,-
tahi1242,-,-,-,u,r,u,r,a,7,a,-,-,-,u,-,-,-,-,-,-,-
emae1237,-,a,-,b,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
futu1245,-,-,-,N,-,-,-,-,-,a,-,-,m,o,t,u,h,m,a,r,a
wall1257,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,l,u
wall1257,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
east2447,-,-,-,7,-,-,-,-,-,u,-,-,l,u,-,-,-,-,-,-,-
east2447,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
tiko1237,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,l,u
niue1239,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
anut1237,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
samo1305,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
tuva1244,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
tong1325,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
renn1242,7,u,n,g,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
renn1242,-,-,-,b,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
onto1237,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
sika1261,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
nuku1259,-,-,-,p,-,-,-,-,-,u,-,-,p,u,-,-,-,-,-,-,-
nuku1259,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
pile1238,-,-,-,m,-,-,-,-,-,o,-,u,k,u,-,-,-,-,-,-,-
pile1238,-,-,-,v,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
kapi1249,-,-,-,w,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
mele1250,-,-,-,m,-,-,-,-,-,a,-,-,l,a,-,-,-,-,-,s,i
