language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
tuam1242,-,-,-,o,-,-,r,-,-,a,-,-
penr1237,-,-,-,o,-,-,r,-,-,a,-,-
raro1241,-,-,-,o,-,-,r,-,-,a,-,-
raro1241,m,a,-,u,-,-,r,-,-,i,-,-
mang1401,-,-,-,o,-,-,r,-,-,a,-,-
maor1246,-,-,-,o,-,-,r,-,-,a,-,-
raka1237,m,a,l,o,h,i,l,-,-,o,h,i
raka1237,-,-,-,o,-,-,r,-,-,a,-,-
puka1242,-,-,-,o,-,-,l,-,-,a,-,-
rapa1244,-,-,-,o,-,-,r,-,-,a,-,-
nort2845,p,-,-,o,-,-,h,u,7,e,-,-
hawa1245,-,-,-,o,-,-,l,-,-,a,-,-
tahi1242,-,-,-,o,-,-,r,-,-,a,-,-
emae1237,m,a,-,u,-,-,r,-,-,i,-,-
futu1245,m,o,-,u,-,-,r,-,-,i,-,-
wall1257,-,-,-,o,-,-,l,-,-,a,-,-
wall1257,m,a,7,u,-,-,l,-,-,i,-,-
east2447,m,a,7,u,-,-,l,-,-,i,-,-
tiko1237,-,-,-,o,-,-,r,-,-,a,-,-
niue1239,-,-,-,o,-,-,l,-,-,a,-,-
anut1237,-,-,-,o,-,-,r,-,-,a,-,-
anut1237,m,a,-,u,-,-,r,-,-,i,-,-
samo1305,-,-,-,o,-,-,l,-,-,a,-,-
samo1305,m,a,-,u,-,-,-,-,-,i,-,-
tong1325,m,-,-,o,-,-,7,u,-,i,-,-
renn1242,m,a,7,u,-,n,g,-,-,i,-,-
onto1237,-,-,-,o,-,-,l,-,-,a,-,-
sika1261,-,-,-,o,-,-,l,-,-,a,-,-
nuku1259,-,-,-,o,-,-,r,-,-,a,-,-
pile1238,m,a,-,u,-,-,l,-,-,i,-,-
kapi1249,-,-,-,o,-,-,r,-,-,a,-,-
mele1250,m,-,-,o,-,u,r,-,-,i,-,-
