language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
emae1237,-,-,s,-,-,a,N,-,-,o,t,i,a
futu1245,-,-,-,-,-,-,n,a,m,u,-,i,a
futu1245,-,-,s,-,-,o,N,-,-,-,-,i,-
tong1325,n,a,m,-,-,u,7,-,-,-,-,i,-
wall1257,-,-,h,-,-,o,N,-,-,-,-,i,-
east2447,-,-,s,-,-,o,N,-,-,-,-,i,-
tiko1237,-,-,s,-,-,o,N,-,-,-,-,i,-
niue1239,-,-,h,-,-,o,N,-,-,-,-,i,-
samo1305,-,-,s,-,-,o,N,-,-,-,-,i,-
tuva1244,-,-,h,-,-,o,g,-,-,-,-,i,-
anut1237,-,-,n,-,-,a,n,a,m,-,-,u,-
renn1242,-,-,p,-,-,u,7,-,-,-,-,i,a
onto1237,-,-,s,-,-,o,N,-,-,-,-,i,-
sika1261,-,-,s,-,-,u,n,-,-,-,-,u,-
sika1261,-,-,s,a,-,o,n,-,-,-,-,a,-
nuku1259,-,-,h,-,-,u,n,-,-,-,-,u,-
pile1238,-,-,n,-,-,a,m,-,-,-,-,u,-
kapi1249,-,-,h,-,-,o,N,-,-,-,-,i,-
kapi1249,-,-,t,-,-,u,N,-,-,-,-,u,-
tuam1242,-,-,h,-,-,o,N,-,-,-,-,i,-
penr1237,-,-,s,-,-,o,N,-,-,-,-,i,-
raro1241,-,-,7,-,-,o,N,-,-,-,-,i,-
mang1401,-,-,7,-,-,o,N,-,-,-,-,i,-
maor1246,-,-,h,-,-,o,N,-,-,-,-,i,-
raka1237,-,-,h,a,-,u,N,-,-,-,-,a,-
puka1242,-,-,y,-,-,o,N,-,-,-,-,i,-
rapa1244,-,-,h,-,-,o,N,-,-,-,-,i,-
nort2845,-,-,h,-,-,o,n,-,-,-,-,e,-
hawa1245,-,-,h,-,-,o,n,-,-,-,-,i,-
tahi1242,-,-,h,a,-,u,7,-,-,-,-,a,-
tahi1242,-,-,h,-,-,o,7,-,-,-,-,i,-
ruru1237,-,-,7,a,-,u,7,-,-,-,-,a,-
raiv1237,-,-,h,a,-,u,7,-,-,-,-,a,-
mele1250,-,-,s,u,n,o,N,-,-,o,-,a,-
