language,x1,x2,x3,x4,x5,x6,x7,x8
guan1279,-,-,t,-,i,-,-,n
xian1255,-,-,t,-,i,-,-,n
nann1239,-,-,t,-,i,-,-,n
yuet1238,-,-,t,-,o,-,-,n
yang1307,-,-,t,-,u,-,-,n
guiy1235,-,-,t,-,u,w,a,n
wuha1234,-,-,t,-,-,-,a,n
chan1326,-,-,t,-,o,-,-,-
chen1267,-,-,t,-,u,w,a,n
kunm1234,-,-,t,-,u,w,a,-
guil1241,-,-,t,w,a,-,-,-
pand1262,-,n,d,y,a,-,-,n
sand1270,-,n,d,y,3,-,-,n
sand1270,-,n,d,y,3,-,-,n
east2363,-,-,t,-,i,-,-,n
east2363,-,-,t,-,i,-,-,n
liuq1235,-,-,t,-,i,-,-,n
liuq1235,-,-,t,-,i,-,-,n
liuq1235,-,-,t,-,i,-,-,n
cent2009,-,-,t,-,i,-,-,n
cent2009,-,-,t,-,i,-,-,n
cent2009,-,-,k,-,a,-,-,n
dong1287,-,-,l,-,o,-,-,N
numa1251,-,-,l,-,u,-,-,N
east2370,-,-,l,-,e,-,-,i
nort2747,-,-,l,-,E,-,-,-
sout2754,-,-,l,-,o,-,-,-
chua1248,-,-,l,-,o,-,-,-
larg1235,-,-,l,-,u,-,-,-
nort2749,-,-,l,-,3,-,-,-
cent1394,-,-,l,-,o,-,-,N
luop1235,t,3,l,-,a,-,-,N
jion1236,-,-,l,-,a,-,-,N
shee1238,-,-,n,-,a,-,-,N
pahn1237,-,-,l,-,a,-,-,N
pahn1237,-,-,l,-,a,-,-,N
youn1235,-,-,l,-,e,-,-,u
west2430,-,-,l,-,e,-,-,-
kimm1245,-,-,n,-,e,-,-,N
iumi1238,-,-,n,-,a,-,-,N
biao1254,-,-,n,-,a,-,-,N
dzao1238,-,-,n,-,a,-,-,N
