language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
jion1236,n,k,h,-,-,-,-,-,-,y,-,-,-,a,-
shee1238,-,-,h,-,-,-,-,-,-,y,-,-,-,a,-
pahn1237,-,-,q,-,-,a,-,-,-,s,-,-,-,a,-
pahn1237,-,-,h,-,-,e,u,-,-,s,-,-,-,a,-
youn1235,-,-,s,-,-,-,o,-,-,t,-,-,-,a,i
east2371,-,-,-,-,-,-,-,t,-,s,h,-,-,a,-
west2430,-,-,q,-,-,-,o,t,-,s,h,-,-,a,-
nort2747,-,-,q,-,-,a,-,-,-,s,h,-,-,a,-
sout2754,-,-,x,-,-,e,i,-,-,s,-,-,-,E,-
nort2749,-,-,Z,-,-,E,-,-,-,s,h,-,-,a,-
cent1394,-,-,-,-,-,-,-,-,-,s,-,-,-,e,i
luop1235,-,-,7,-,-,3,-,t,-,s,h,i,y,e,-
luop1235,-,-,7,-,-,a,-,t,-,s,h,-,-,i,-
larg1235,-,-,7,-,-,a,-,v,3,s,-,-,-,a,-
kimm1245,-,-,g,-,y,a,u,-,-,t,-,-,-,a,i
iumi1238,-,-,l,3,p,e,i,-,-,f,-,-,-,a,i
biao1254,-,-,s,-,-,a,-,-,-,t,s,-,-,a,N
dzao1238,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-
east2363,-,-,-,-,-,-,-,-,-,s,-,-,-,a,-
east2363,-,-,-,-,-,-,-,-,-,s,-,-,-,a,-
liuq1235,-,-,-,-,-,-,-,-,-,8,-,-,-,a,7
liuq1235,-,-,-,-,-,-,-,-,-,s,-,-,-,a,-
liuq1235,-,-,-,-,-,-,-,-,-,8,-,-,-,a,7
cent2009,-,-,-,-,-,-,-,-,-,8,-,-,-,a,-
cent2009,-,-,-,-,-,-,-,-,-,8,-,-,-,a,-
cent2009,-,-,-,-,-,-,-,-,-,8,-,-,-,a,-
