language,x1,x2,x3,x4,x5
jion1236,m,-,3,N,-
shee1238,7,-,e,-,-
pahn1237,m,-,a,-,-
pahn1237,m,-,a,-,-
youn1235,p,-,e,N,-
west2430,m,-,o,N,-
east2370,t,s,a,n,-
nort2747,m,-,o,N,-
sout2754,m,-,e,N,-
nort2749,m,-,o,-,-
cent1394,m,-,3,N,-
luop1235,v,-,e,n,-
larg1235,m,-,o,-,-
kimm1245,m,-,u,n,-
iumi1238,p,-,E,N,-
biao1254,p,-,E,-,-
dzao1238,m,-,a,n,-
east2363,p,-,i,N,-
east2363,p,-,i,N,-
liuq1235,p,-,e,N,7
liuq1235,p,-,i,N,-
liuq1235,p,-,i,N,7
cent2009,p,-,i,N,-
cent2009,p,-,i,N,-
cent2009,p,-,i,N,-
sich1238,n,-,o,-,-
