language,x1,x2,x3,x4,x5,x6,x7
guan1279,S,e,-,-,i,-,-
guan1279,-,i,y,-,i,-,-
yuet1238,s,u,w,-,i,-,-
yuet1238,-,i,y,-,i,-,-
yang1307,S,u,w,-,i,-,-
chan1326,-,-,-,-,i,-,-
chen1267,-,-,-,-,i,-,-
kunm1234,-,-,-,-,i,-,-
guil1241,-,-,-,-,i,-,-
pand1262,-,-,h,w,3,n,-
sand1270,-,-,f,-,3,n,-
sand1270,-,-,f,-,3,n,-
east2363,-,-,h,-,u,n,-
east2363,-,-,w,-,3,n,-
liuq1235,-,-,w,-,3,n,7
liuq1235,-,-,v,-,o,n,-
liuq1235,-,-,w,-,u,n,7
cent2009,-,-,h,-,u,n,-
cent2009,-,-,v,-,u,n,-
cent2009,-,-,w,-,u,n,-
dong1287,7,a,n,-,3,N,-
nunu1247,-,-,n,-,o,N,-
numa1251,-,-,n,-,a,N,-
east2370,-,-,n,-,u,N,-
nort2747,-,-,n,-,o,N,-
sout2754,-,-,n,-,a,m,-
chua1248,-,-,n,-,a,N,-
larg1235,-,-,n,-,a,u,-
nort2749,-,-,n,-,a,-,-
cent1394,-,-,n,-,3,N,-
luop1235,-,-,n,-,o,-,-
jion1236,-,-,n,-,3,N,-
shee1238,-,-,n,-,u,N,-
pahn1237,7,a,N,m,o,N,-
pahn1237,7,a,n,-,u,N,-
youn1235,-,-,l,-,3,N,a
east2371,-,-,n,-,a,N,-
west2430,-,-,n,-,o,N,-
kimm1245,-,-,b,-,u,N,-
iumi1238,-,-,b,-,u,N,-
biao1254,-,-,b,l,3,-,-
dzao1238,-,-,b,-,i,N,-
sich1238,-,-,m,-,o,h,o
