language,x1,x2,x3,x4,x5,x6,x7,x8
jion1236,t,3,-,m,-,-,o,-
shee1238,-,-,-,y,-,-,o,-
pahn1237,-,-,-,m,-,-,e,i
pahn1237,n,-,-,p,-,-,e,i
youn1235,-,-,-,N,-,-,o,-
east2371,p,-,-,h,-,-,o,-
west2430,-,-,-,n,-,-,e,-
east2370,-,-,-,m,-,-,i,-
nort2747,-,-,-,m,-,-,E,-
sout2754,-,-,-,m,-,-,o,-
nort2749,-,-,-,m,l,-,3,-
cent1394,-,-,-,-,n,-,o,N
luop1235,t,3,-,m,-,-,a,-
luop1235,t,3,-,m,y,-,a,-
larg1235,t,a,u,m,-,-,a,-
kimm1245,t,o,-,m,N,w,e,i
iumi1238,-,-,-,m,-,-,a,u
biao1254,-,-,-,m,-,-,-,i
dzao1238,-,-,-,m,-,-,a,i
east2363,-,-,-,N,-,-,u,n
east2363,-,-,-,7,w,-,3,n
liuq1235,-,-,-,w,-,-,3,n
liuq1235,-,-,-,v,-,-,o,n
liuq1235,-,-,-,w,-,-,u,n
cent2009,-,-,-,N,-,-,u,n
cent2009,-,-,-,7,-,-,u,n
cent2009,-,-,-,N,-,-,u,n
sich1238,-,-,-,n,u,-,u,-
