language,x1,x2,x3,x4,x5,x6,x7,x8
jion1236,-,-,L,-,y,-,3,u
shee1238,-,-,-,-,v,-,o,N
pahn1237,-,-,L,-,y,-,o,-
pahn1237,-,-,L,-,y,-,o,-
youn1235,-,-,l,-,y,e,u,-
east2371,-,-,L,-,y,3,u,-
west2430,-,-,l,-,y,-,o,-
east2370,-,-,l,-,y,-,o,-
nort2747,-,-,L,h,y,-,3,-
sout2754,-,-,l,-,y,e,u,-
nort2749,-,-,L,-,-,-,3,-
cent1394,-,-,L,-,-,-,o,-
luop1235,-,-,L,-,-,-,u,-
luop1235,t,3,L,-,3,-,u,-
larg1235,-,-,L,-,-,-,o,-
kimm1245,-,-,l,-,-,-,o,-
iumi1238,-,-,L,-,-,-,u,-
biao1254,-,-,L,-,-,-,u,-
dzao1238,-,-,l,-,-,-,o,-
east2363,-,-,l,-,-,-,a,m
east2363,-,-,h,-,-,-,o,N
east2363,-,-,h,-,-,-,o,N
liuq1235,-,-,b,-,-,-,o,k
liuq1235,-,-,b,-,-,-,u,k
cent2009,-,-,h,-,-,-,o,N
cent2009,-,-,l,-,-,-,a,u
cent2009,-,-,l,-,-,-,a,u
sich1238,-,-,x,-,-,a,a,-
