language,x1,x2,x3,x4,x5,x6
jion1236,-,-,7,-,i,-
shee1238,-,-,7,-,e,-
pahn1237,-,-,y,-,i,-
pahn1237,-,-,7,-,i,-
youn1235,-,-,y,-,e,-
east2371,-,-,7,-,a,-
west2430,-,-,7,-,o,-
east2370,-,-,7,-,i,-
nort2747,-,-,7,-,i,-
sout2754,-,-,t,-,i,N
nort2749,-,-,7,-,i,-
cent1394,-,-,7,e,i,-
luop1235,-,-,7,-,i,-
luop1235,-,-,7,-,i,-
larg1235,-,-,7,-,i,-
kimm1245,-,-,7,-,a,-
iumi1238,-,-,Z,-,e,t
biao1254,-,-,7,-,i,-
dzao1238,-,-,7,-,a,-
east2363,-,-,7,-,i,t
east2363,-,-,7,-,i,t
liuq1235,-,-,7,-,i,t
liuq1235,-,-,7,-,i,t
liuq1235,d,E,7,-,-,-
sich1238,-,-,t,S,i,-
