language,x1,x2,x3,x4,x5,x6
guan1279,-,S,-,-,a,t
yuet1238,-,s,-,-,a,t
yang1307,-,S,-,-,a,t
chan1326,-,s,-,-,a,-
chen1267,-,t,-,s,a,i
chen1267,-,s,-,-,a,-
kunm1234,-,S,-,-,a,-
guil1241,-,s,-,-,a,-
pand1262,-,h,-,-,a,-
sand1270,-,h,-,-,a,-
sand1270,-,h,-,-,a,-
east2363,-,k,-,-,a,-
east2363,-,k,-,-,a,-
liuq1235,-,k,-,-,a,-
liuq1235,-,k,-,-,a,-
liuq1235,-,k,-,-,a,-
cent2009,-,k,-,-,a,-
cent2009,-,k,-,-,a,-
cent2009,-,k,-,-,a,-
dong1287,-,t,-,-,o,-
nunu1247,-,t,-,-,o,-
numa1251,-,t,-,-,a,u
east2370,-,t,-,-,a,-
nort2747,-,t,-,-,a,-
sout2754,-,t,-,-,o,-
chua1248,-,t,u,w,a,-
larg1235,-,n,-,-,o,-
nort2749,n,t,-,-,3,-
cent1394,-,t,-,-,a,-
luop1235,-,L,-,-,e,-
luop1235,-,L,-,-,e,-
jion1236,-,t,-,-,a,-
shee1238,-,t,-,-,a,-
pahn1237,-,t,-,-,a,-
pahn1237,-,t,-,-,a,-
youn1235,-,t,-,-,o,-
east2371,-,t,-,-,a,-
west2430,-,t,-,-,o,-
iumi1238,-,t,-,-,a,i
biao1254,-,t,-,-,a,i
dzao1238,-,d,-,-,a,i
sich1238,-,s,-,-,a,i
