language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
jion1236,-,-,-,-,w,e,i,-,-,p,-,-,e,-,-,-,-,n,-
shee1238,-,-,-,-,m,-,i,-,-,p,-,h,u,-,-,-,-,n,-
pahn1237,-,-,-,-,m,-,-,-,-,-,u,h,a,-,-,-,-,-,-
pahn1237,-,-,-,-,m,-,e,-,-,h,u,w,a,-,-,-,-,-,-
youn1235,-,-,-,-,m,-,i,-,n,p,u,-,i,-,-,-,-,-,-
east2371,-,-,-,-,m,-,y,a,n,h,u,w,a,-,-,-,-,-,-
west2430,-,-,-,-,m,-,i,-,-,h,-,w,a,-,-,-,-,-,-
east2370,-,-,-,-,m,-,i,-,-,y,-,-,e,-,-,-,-,n,-
nort2747,-,s,-,-,h,-,-,-,-,-,-,-,e,-,-,-,-,n,-
nort2749,-,h,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-
cent1394,-,w,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-
luop1235,-,7,3,-,m,-,-,-,-,-,-,-,e,-,-,-,-,n,-
luop1235,-,7,a,-,m,-,-,-,-,-,-,-,e,-,-,-,-,n,-
larg1235,-,7,a,-,b,-,-,-,-,h,-,-,a,u,s,u,-,l,u
kimm1245,-,b,u,i,m,-,i,-,-,-,-,-,-,-,-,-,-,n,-
iumi1238,-,p,u,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
biao1254,-,m,o,-,m,-,i,-,-,-,-,-,-,-,-,-,-,n,-
dzao1238,N,N,-,-,m,-,y,-,-,-,-,-,a,-,-,-,-,n,-
east2363,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,i,-,-,-
east2363,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,i,-,-,-
liuq1235,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,i,-,-,-
liuq1235,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,i,-,-,-
liuq1235,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,i,o,n,-
cent2009,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,i,-,-,-
cent2009,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,i,-,-,-
cent2009,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,i,-,-,-
