language,x1,x2,x3,x4,x5,x6,x7,x8
jion1236,-,-,w,e,-,-,i,-
shee1238,-,-,7,e,-,-,-,-
pahn1237,-,-,p,e,-,-,i,-
pahn1237,-,-,S,a,-,-,-,-
youn1235,-,-,v,a,-,-,-,-
east2371,-,-,l,a,-,-,-,-
west2430,t,-,S,o,-,-,-,-
east2370,-,-,h,e,-,-,-,-
nort2747,-,-,Z,a,-,-,N,-
sout2754,-,-,p,o,-,-,-,-
nort2749,-,-,q,3,-,l,u,-
cent1394,-,-,p,3,-,-,-,-
luop1235,-,-,t,3,t,s,o,-
luop1235,-,-,t,3,t,s,a,-
kimm1245,-,-,h,-,-,-,u,-
iumi1238,-,-,w,a,-,-,i,-
biao1254,t,s,h,a,-,-,-,-
dzao1238,-,-,v,a,-,-,i,-
east2363,-,-,w,a,-,-,i,-
east2363,-,-,w,a,-,-,i,-
liuq1235,-,-,w,a,-,-,i,7
liuq1235,-,-,w,a,-,-,i,-
liuq1235,-,-,w,a,-,-,i,7
cent2009,-,-,w,a,-,-,i,-
cent2009,-,-,v,a,-,-,i,-
cent2009,-,-,w,a,-,-,i,-
sich1238,k,-,w,a,-,-,-,-
