language,x1,x2,x3,x4,x5,x6
jion1236,-,t,-,a,-,-
shee1238,-,t,h,o,-,-
pahn1237,-,n,-,a,-,-
pahn1237,-,t,h,a,-,-
youn1235,-,l,-,a,-,-
west2430,-,n,-,o,-,N
nort2747,-,t,S,a,-,N
sout2754,-,t,-,a,-,i
nort2749,n,t,-,a,-,-
luop1235,-,t,-,o,-,-
luop1235,-,t,-,a,-,-
larg1235,n,t,-,o,-,-
kimm1245,-,k,w,a,-,n
iumi1238,-,t,h,i,-,n
biao1254,-,k,-,i,-,n
dzao1238,-,k,-,a,-,-
east2363,-,h,-,u,-,-
east2363,-,n,e,a,-,m
liuq1235,-,h,-,o,3,p
liuq1235,-,h,-,o,-,p
liuq1235,-,h,-,o,-,p
cent2009,-,S,-,a,-,u
cent2009,-,t,-,E,-,m
cent2009,-,h,-,a,-,p
