language,x1,x2,x3,x4,x5,x6,x7
guan1279,-,i,y,-,-,a,m
yuet1238,-,-,s,-,-,3,t
yang1307,-,-,h,-,-,a,t
yang1307,-,-,h,-,-,a,p
chan1326,-,-,x,-,-,o,-
chan1326,t,S,h,i,y,a,-
kunm1234,-,-,x,u,w,o,-
guil1241,-,-,x,-,w,o,-
tuol1234,-,-,-,-,-,u,-
pand1262,-,-,x,-,-,u,m
sand1270,-,-,x,-,-,u,m
sand1270,-,-,x,-,-,u,m
liuq1235,-,-,d,-,-,a,t
liuq1235,-,-,8,-,-,o,t
cent2009,-,-,7,-,y,i,t
dong1287,-,-,h,-,-,u,-
nunu1247,-,-,x,-,-,u,-
numa1251,-,-,h,-,-,u,-
east2370,-,-,h,e,-,u,-
nort2747,-,-,h,-,-,3,-
sout2754,-,-,h,e,-,u,-
chua1248,-,-,h,-,-,o,-
larg1235,-,-,h,a,-,u,-
nort2749,-,-,h,-,-,3,-
cent1394,-,-,w,-,-,o,-
luop1235,-,-,X,-,-,o,-
luop1235,-,-,X,-,-,o,-
jion1236,-,-,h,-,-,o,-
shee1238,-,-,h,-,-,o,-
pahn1237,-,-,h,-,-,o,-
pahn1237,-,-,h,a,-,u,-
youn1235,-,-,h,-,-,o,-
east2371,-,-,f,-,-,u,-
west2430,-,-,h,-,-,u,-
kimm1245,-,-,h,-,-,o,p
iumi1238,-,-,h,-,-,o,p
biao1254,-,-,x,-,-,3,t
dzao1238,-,-,h,-,-,u,p
sich1238,-,-,d,-,-,a,-
