language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
jion1236,-,-,p,-,-,l,-,i,-,-,-
shee1238,-,-,p,-,-,y,-,i,t,a,N
pahn1237,-,-,p,-,-,-,-,o,-,-,-
pahn1237,-,-,p,-,-,-,-,o,-,-,-
youn1235,-,-,p,-,-,y,-,i,-,-,-
east2371,-,-,-,-,-,L,3,u,-,-,-
west2430,-,-,q,-,o,L,-,o,-,-,-
east2370,-,-,-,-,-,l,-,o,-,-,-
nort2747,-,-,-,-,-,L,h,o,-,-,-
sout2754,-,-,t,e,u,L,a,u,-,-,-
nort2749,-,-,t,-,-,S,-,3,-,-,-
cent1394,-,-,t,-,-,-,-,3,-,-,-
larg1235,h,i,t,-,-,L,-,o,-,-,-
kimm1245,-,-,-,-,-,l,a,u,-,-,-
iumi1238,-,-,-,-,-,L,a,u,-,-,-
biao1254,-,-,-,-,-,L,a,u,-,-,-
dzao1238,-,-,-,-,-,l,a,u,-,-,-
sich1238,-,-,-,-,-,m,-,u,-,-,-
