language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
guan1279,-,s,i,p,-,h,-,-,e,-,-,-,i
yuet1238,-,s,u,p,-,h,-,-,-,-,-,-,i
chan1326,-,S,i,p,-,-,-,-,-,-,-,-,i
chen1267,-,s,u,p,-,h,-,-,-,-,-,-,i
guil1241,-,S,i,p,-,-,-,-,-,-,-,-,i
tuol1234,d,y,u,b,-,-,-,-,-,-,-,-,i
pand1262,-,-,-,p,-,i,-,m,a,-,-,-,i
sand1270,-,-,-,p,-,i,-,m,a,-,-,-,i
sand1270,-,-,-,p,-,i,-,m,a,-,-,-,i
east2363,-,-,-,p,-,y,-,-,a,k,-,-,-
east2363,-,-,-,-,-,n,-,-,a,N,f,3,i
liuq1235,-,-,-,p,-,-,-,-,a,k,f,a,i
liuq1235,-,-,-,f,a,i,-,n,a,-,-,-,N
liuq1235,-,-,-,p,-,y,-,-,a,k,f,3,i
cent2009,-,-,-,k,-,y,-,-,a,m,-,-,-
cent2009,-,-,-,p,-,y,-,-,a,k,-,-,-
cent2009,-,-,-,T,-,y,-,-,a,m,-,-,-
dong1287,-,-,-,t,-,S,-,-,3,-,-,-,N
nunu1247,-,-,-,t,-,S,u,w,3,-,-,-,N
numa1251,-,-,-,t,-,S,-,-,a,-,-,-,n
east2370,-,-,-,-,-,S,-,-,e,-,-,-,i
nort2747,-,-,-,-,-,S,-,-,-,-,-,-,i
sout2754,-,-,-,-,-,Z,-,-,a,-,-,-,m
chua1248,-,-,-,t,-,-,-,-,o,-,-,-,-
larg1235,-,-,-,d,-,-,-,-,o,-,-,-,-
nort2749,-,-,-,t,-,-,-,-,3,-,-,-,-
cent1394,-,-,-,t,-,S,-,-,a,-,-,-,N
luop1235,-,-,-,8,-,-,-,-,u,-,-,-,-
luop1235,-,-,-,z,-,3,-,-,u,-,-,-,-
jion1236,-,-,-,t,-,S,-,-,3,-,-,-,N
shee1238,-,-,-,k,-,y,-,-,u,-,-,-,N
pahn1237,-,-,-,t,-,S,-,-,u,-,-,-,-
pahn1237,-,-,-,t,-,S,-,-,o,-,-,-,-
youn1235,-,-,-,k,-,-,-,-,a,-,-,-,N
east2371,-,-,-,n,-,a,-,-,i,-,-,-,-
west2430,-,-,-,t,-,S,-,-,u,-,-,-,-
kimm1245,-,-,-,t,-,S,-,-,u,-,-,-,N
iumi1238,-,-,-,-,-,h,-,-,3,-,-,-,u
biao1254,-,-,-,d,-,y,-,-,3,-,-,-,-
dzao1238,-,-,-,-,-,b,-,-,o,-,-,-,N
sich1238,-,-,-,p,u,y,-,-,o,-,-,-,-
