language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
jion1236,n,-,k,-,a,-,-,-,-,-,-,-,u,-
shee1238,-,-,k,-,a,N,k,h,-,-,-,-,u,-
pahn1237,-,-,7,-,a,-,-,t,-,o,N,t,i,-
pahn1237,-,-,7,-,a,-,t,s,-,e,-,-,i,-
youn1235,-,-,h,-,a,-,k,h,-,-,-,-,o,-
east2371,-,-,l,-,a,-,-,f,-,e,-,-,i,-
west2430,-,-,k,-,o,-,-,p,Z,e,-,-,i,-
east2370,-,-,q,-,a,-,-,h,-,-,-,-,o,-
nort2747,-,-,q,-,-,-,-,h,-,-,-,-,o,-
sout2754,-,-,-,-,-,-,-,f,-,-,-,-,e,N
nort2749,-,-,q,-,3,-,-,h,-,-,-,-,o,-
cent1394,-,-,-,-,-,-,-,w,-,-,-,-,o,-
luop1235,-,-,7,-,3,-,-,x,-,-,-,-,u,-
luop1235,-,-,7,-,a,-,-,x,-,-,-,-,u,-
larg1235,l,i,f,-,a,-,-,-,-,-,-,-,u,-
kimm1245,-,-,p,y,e,i,k,h,-,-,-,-,u,-
iumi1238,-,-,-,-,-,-,N,g,-,-,-,-,o,N
biao1254,-,-,p,l,-,-,-,-,-,-,-,-,i,-
dzao1238,-,-,p,-,-,-,-,-,-,-,-,-,e,-
east2363,-,-,k,y,a,-,-,-,-,-,-,-,u,-
east2363,-,-,k,l,a,-,-,-,-,-,-,-,u,-
liuq1235,-,-,T,-,a,-,-,-,-,-,-,-,u,-
liuq1235,-,-,S,-,a,-,-,-,-,-,-,-,u,-
liuq1235,-,-,k,y,a,-,-,-,-,-,-,-,u,-
cent2009,-,-,k,y,a,-,-,-,-,-,-,-,u,-
cent2009,-,-,k,y,a,-,-,-,-,-,-,-,u,-
cent2009,-,-,T,y,a,-,-,-,-,-,-,-,u,-
sich1238,-,-,k,-,a,-,k,h,-,-,-,-,o,-
