language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
jion1236,-,-,-,-,-,-,-,n,-,-,o,N
shee1238,-,-,-,k,-,a,-,n,-,-,o,-
youn1235,p,u,i,p,-,a,-,n,-,-,-,-
west2430,-,-,-,q,-,o,-,n,-,-,u,-
east2370,-,-,-,-,-,-,-,n,y,e,u,-
nort2747,-,-,-,q,-,a,-,n,y,-,u,-
sout2754,-,-,-,n,-,e,i,n,y,-,u,-
nort2749,-,-,-,q,-,3,-,n,-,-,o,-
cent1394,-,-,-,-,-,-,-,n,-,-,3,N
luop1235,-,-,-,t,-,3,-,n,-,-,o,-
luop1235,-,-,-,t,-,3,-,n,-,-,o,-
larg1235,-,-,-,t,S,a,-,-,-,-,u,-
dzao1238,-,-,-,-,-,-,-,n,-,-,u,m
east2363,-,-,-,S,-,e,-,-,-,-,-,-
east2363,-,-,-,k,l,e,-,-,-,-,-,-
liuq1235,-,-,-,p,-,a,-,n,-,-,-,-
liuq1235,-,-,-,k,-,o,-,7,-,-,-,-
liuq1235,-,-,-,S,-,e,-,-,-,-,-,-
liuq1235,-,-,-,p,-,a,-,n,-,-,-,-
liuq1235,-,-,-,w,-,a,-,n,-,-,7,-
cent2009,-,-,-,S,-,e,-,-,-,-,-,-
cent2009,-,-,-,k,-,E,-,-,-,-,-,-
cent2009,-,-,-,S,-,E,-,-,-,-,-,-
