language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
jion1236,n,p,y,a,u,7,-,-,-,-,-,-,o,-,N,-,-,-,-,-,-
shee1238,-,-,-,-,-,7,-,-,-,-,-,-,o,-,N,-,-,p,-,i,-
pahn1237,-,-,-,-,-,7,-,-,-,-,-,-,a,-,N,n,t,S,-,u,-
east2370,-,-,-,-,-,7,-,-,-,-,-,-,e,u,n,-,-,y,-,e,N
nort2747,-,-,-,-,-,7,-,-,-,-,-,-,3,-,n,-,-,y,-,u,-
nort2749,-,-,-,-,-,q,-,-,-,-,-,-,3,-,m,-,-,-,-,a,-
cent1394,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,t,S,-,o,-
luop1235,-,-,-,-,-,7,-,-,-,-,-,-,3,-,n,-,d,Z,-,u,-
luop1235,n,-,-,-,t,h,-,-,-,-,-,-,E,-,n,-,d,Z,-,u,-
larg1235,-,-,-,-,-,7,-,-,-,-,-,-,a,u,n,-,d,Z,a,u,-
kimm1245,-,-,-,-,-,t,S,a,n,7,u,w,o,-,m,-,-,-,-,-,-
iumi1238,-,-,-,-,-,7,-,-,-,-,u,w,o,-,m,-,d,z,-,u,i
biao1254,-,-,-,-,-,7,-,-,-,-,-,-,3,-,n,-,d,z,-,u,i
east2363,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-,i,-
east2363,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-,i,-
liuq1235,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-,i,-
liuq1235,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-,i,-
liuq1235,-,-,-,-,-,m,-,-,-,y,-,-,a,-,-,-,-,-,-,i,-
cent2009,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,i,-
cent2009,-,-,-,-,-,m,-,-,-,y,-,-,a,-,-,-,-,-,-,i,-
cent2009,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,i,-
