language,x1,x2,x3,x4,x5
guan1279,-,N,-,-,N
guan1279,-,-,-,-,N
xian1255,-,N,-,-,N
nann1239,-,N,-,-,N
yuet1238,-,n,-,-,n
yuet1238,-,-,-,-,N
guiy1235,-,-,-,-,u
wuha1234,-,-,-,-,u
chan1326,-,-,-,-,u
chen1267,-,-,-,-,u
chen1267,-,v,-,-,u
kunm1234,-,-,-,-,u
guil1241,-,-,-,-,N
hain1237,-,N,-,o,u
tuol1234,-,N,-,-,v
pand1262,-,N,-,-,o
sand1270,-,N,-,-,o
sand1270,-,N,-,-,o
east2363,-,h,-,-,a
east2363,-,h,-,-,a
liuq1235,-,h,-,-,a
liuq1235,-,h,-,-,a
liuq1235,-,h,-,-,a
cent2009,-,h,-,-,a
cent2009,-,h,-,-,a
cent2009,-,h,-,-,a
dong1287,-,p,-,y,o
nunu1247,-,p,i,y,a
numa1251,-,p,-,y,a
east2370,-,t,-,s,a
nort2747,-,t,-,s,a
sout2754,-,t,-,S,i
chua1248,t,S,-,-,i
larg1235,-,p,-,-,u
nort2749,-,p,-,l,a
luop1235,-,p,-,-,a
luop1235,-,p,-,y,a
jion1236,-,p,-,u,i
shee1238,-,p,-,y,i
pahn1237,-,t,-,y,a
pahn1237,-,p,-,y,a
youn1235,-,p,-,y,i
east2371,-,p,-,y,a
west2430,-,p,-,Z,o
kimm1245,-,p,-,y,a
iumi1238,-,p,-,-,a
biao1254,-,p,-,l,a
dzao1238,-,p,-,y,a
sich1238,-,N,-,-,o
