language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
jion1236,n,t,-,-,-,y,-,-,o,-,-
shee1238,-,t,-,-,-,y,-,-,o,-,-
pahn1237,-,7,-,a,-,l,-,-,a,-,-
pahn1237,-,-,-,-,-,l,-,-,a,-,-
youn1235,-,p,-,3,-,l,y,-,o,-,-
west2430,-,q,-,o,-,l,-,-,o,-,-
east2370,-,q,-,a,-,l,-,-,o,-,-
nort2747,-,-,-,-,-,l,-,-,o,-,-
sout2754,-,-,-,-,-,l,a,-,u,-,-
nort2749,-,q,-,3,n,t,S,-,3,-,-
cent1394,-,-,-,-,n,t,S,-,u,-,-
luop1235,-,7,-,3,n,d,Z,-,o,-,-
luop1235,-,t,-,a,n,d,Z,-,o,-,-
larg1235,-,7,-,a,n,d,Z,a,u,-,-
kimm1245,-,-,-,-,-,t,S,-,-,a,t
iumi1238,-,-,-,-,-,d,z,-,u,i,-
biao1254,-,-,-,-,-,t,s,-,u,i,-
dzao1238,-,-,-,-,-,t,-,-,-,i,-
east2363,-,p,-,a,-,k,-,-,-,-,-
east2363,-,m,o,3,-,m,-,-,-,-,-
east2363,-,p,-,a,-,k,-,-,-,-,-
liuq1235,-,p,-,a,-,k,-,-,-,-,-
liuq1235,-,-,-,-,-,k,a,-,u,-,-
liuq1235,-,p,-,a,-,k,-,-,-,-,-
liuq1235,-,-,-,-,-,k,a,-,u,-,-
cent2009,-,p,-,a,-,k,-,-,-,-,-
cent2009,-,m,-,o,-,m,-,-,-,-,-
cent2009,-,p,-,a,-,k,-,-,-,-,-
sich1238,k,h,-,a,-,b,-,-,E,-,-
