language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
jion1236,t,h,e,-,-,-,k,-,a,-,-
shee1238,y,-,o,-,-,-,k,-,a,-,-
pahn1237,7,-,a,-,-,-,N,-,N,-,-
pahn1237,-,-,-,-,-,-,N,-,N,-,-
youn1235,t,-,a,-,-,-,t,-,u,-,-
east2371,k,-,i,-,t,-,h,-,i,-,-
west2430,q,-,o,-,t,S,h,-,i,-,-
east2370,q,-,a,-,t,S,h,-,o,m,i
nort2747,q,-,a,-,t,S,h,-,u,-,-
sout2754,-,-,-,-,t,e,-,-,u,-,-
cent1394,-,-,-,-,t,S,-,-,o,-,-
luop1235,t,-,3,-,t,S,h,-,u,-,-
luop1235,7,-,a,-,t,S,h,-,u,-,-
larg1235,7,-,a,-,t,S,h,a,u,-,-
iumi1238,k,-,3,-,s,-,y,e,-,-,-
biao1254,k,-,a,i,t,-,-,3,u,-,-
dzao1238,-,-,-,-,-,-,N,-,N,-,-
east2363,-,-,-,-,t,-,-,-,o,N,-
east2363,-,-,-,-,t,-,-,-,o,N,-
liuq1235,-,-,-,-,t,-,-,-,o,N,-
liuq1235,-,-,-,-,t,-,-,-,o,N,-
liuq1235,-,-,-,-,t,-,-,-,o,N,-
cent2009,-,-,-,-,t,-,-,-,o,N,-
cent2009,-,-,-,-,t,-,-,-,o,N,-
cent2009,-,-,-,-,t,-,-,-,o,N,-
sich1238,h,-,E,-,-,-,p,-,u,-,-
