language,x1,x2,x3,x4,x5,x6,x7,x8
guan1279,-,-,h,-,-,o,N,-
yuet1238,-,-,f,-,-,u,N,-
chan1326,-,-,x,-,-,3,n,-
chen1267,-,-,x,-,-,o,N,-
guil1241,-,-,x,-,-,o,n,-
tuol1234,t,-,h,-,-,a,-,-
pand1262,-,-,h,-,-,a,n,-
sand1270,-,-,h,-,-,a,n,-
sand1270,-,-,h,-,-,a,n,-
east2363,-,-,h,-,-,o,N,-
liuq1235,-,-,d,-,-,e,N,7
liuq1235,-,-,d,-,-,i,N,7
cent2009,-,-,h,-,-,o,N,-
cent2009,-,-,h,-,-,o,N,-
cent2009,-,-,h,-,-,o,N,-
dong1287,-,-,l,-,-,3,N,-
numa1251,-,-,l,-,-,a,n,-
east2370,-,-,S,-,-,a,n,-
nort2747,-,-,S,-,-,o,-,-
sout2754,-,-,s,-,-,a,n,-
chua1248,-,-,l,-,-,a,-,-
larg1235,-,-,l,i,y,e,-,-
nort2749,-,-,l,-,-,e,-,-
cent1394,-,-,l,-,-,E,n,-
luop1235,t,3,l,-,-,e,n,-
luop1235,t,3,l,-,-,e,n,-
jion1236,-,-,8,-,-,i,-,-
shee1238,-,-,s,-,-,i,-,-
pahn1237,-,-,t,-,a,i,-,-
pahn1237,-,-,t,-,a,i,-,-
youn1235,-,-,t,s,h,u,n,-
east2371,-,-,t,s,h,i,-,-
west2430,-,n,t,S,h,i,-,-
kimm1245,-,-,t,-,-,i,-,-
iumi1238,-,-,s,-,-,i,-,-
biao1254,-,-,S,-,-,i,-,-
dzao1238,-,-,s,-,y,a,-,-
