language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
jion1236,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,t,u,N,-,-,-
shee1238,-,-,-,-,-,-,-,-,-,-,-,-,-,n,o,k,o,-,-,-,-
pahn1237,q,-,-,h,o,N,7,a,N,-,-,-,-,n,-,-,e,i,-,-,-
pahn1237,l,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,e,-,-,-,-
youn1235,h,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,o,-,-,-,-
east2371,q,-,-,h,-,-,-,a,-,-,-,-,-,n,-,-,e,i,-,-,-
west2430,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,e,-,-,-,-
east2370,q,-,-,h,-,-,-,a,N,-,-,-,-,n,-,-,e,i,-,-,-
nort2747,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,E,-,-,-,-
sout2754,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,o,-,-,-,-
nort2749,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,3,-,-,-,-
cent1394,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,o,N,-,-,-
luop1235,7,-,-,-,-,-,-,3,-,-,-,-,-,n,-,-,o,-,-,-,-
luop1235,q,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,a,-,-,-,-
larg1235,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,u,-,-,-,-
kimm1245,p,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,o,i,-,-,-
iumi1238,p,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,o,i,-,-,-
biao1254,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,i,t,a,u
dzao1238,7,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,a,i,-,-,-
east2363,t,-,-,-,-,-,-,a,N,-,N,-,o,n,-,-,-,-,-,-,-
east2363,t,-,-,-,-,-,-,a,N,-,N,w,a,n,-,-,-,-,-,-,-
liuq1235,t,-,-,-,-,-,-,a,N,7,N,w,a,n,-,-,-,-,-,-,-
liuq1235,t,-,-,-,-,-,-,a,N,-,N,w,a,n,-,-,-,-,-,-,-
liuq1235,t,-,-,-,-,-,-,a,N,7,N,w,a,n,-,-,-,-,-,-,-
cent2009,k,-,-,y,-,-,-,a,N,-,N,-,o,n,-,-,-,-,-,-,-
cent2009,t,-,-,-,-,-,-,a,N,-,N,-,o,n,-,-,-,-,-,-,-
cent2009,t,-,-,-,-,-,-,a,N,-,N,-,o,n,-,-,-,-,-,-,-
sich1238,m,E,E,h,-,-,-,E,-,-,-,-,-,k,-,-,i,-,-,-,-
