language,x1,x2,x3,x4,x5,x6
jion1236,-,-,y,-,e,-
shee1238,-,-,y,-,i,-
pahn1237,-,-,y,-,i,-
pahn1237,-,-,Z,-,i,-
youn1235,-,-,y,-,o,-
west2430,-,-,Z,e,i,-
east2370,-,-,v,-,o,-
nort2747,-,-,x,-,o,-
sout2754,-,-,x,-,o,-
nort2749,-,-,Z,-,o,-
cent1394,-,-,Z,-,o,-
luop1235,7,3,y,-,i,-
luop1235,q,o,Z,-,u,-
larg1235,-,-,z,a,u,-
kimm1245,g,-,y,a,i,-
iumi1238,-,-,l,a,i,-
biao1254,-,-,l,a,i,-
dzao1238,-,-,7,-,e,-
east2363,p,-,y,-,a,k
east2363,p,-,l,-,a,k
liuq1235,p,-,-,-,a,k
liuq1235,p,-,y,-,a,k
liuq1235,p,-,y,-,a,k
cent2009,p,-,-,-,a,k
cent2009,p,-,y,-,a,k
cent2009,p,-,-,-,a,k
