language,x1,x2,x3,x4,x5,x6,x7,x8
jion1236,-,-,-,n,e,i,-,-
shee1238,-,-,-,n,-,i,-,-
pahn1237,-,-,m,m,-,-,-,-
pahn1237,-,-,-,n,-,e,-,-
youn1235,-,-,-,n,-,o,-,-
west2430,-,-,-,n,-,e,-,n
east2370,-,-,-,n,-,e,-,N
nort2747,-,-,-,n,-,o,-,N
sout2754,-,-,-,n,-,a,-,-
nort2749,-,-,-,n,-,a,-,-
cent1394,-,-,-,n,-,a,-,-
luop1235,-,-,-,n,-,a,-,N
kimm1245,-,-,-,n,-,e,-,i
iumi1238,-,-,-,n,-,a,-,i
biao1254,-,-,-,n,-,a,-,-
dzao1238,-,-,-,n,-,a,-,-
east2363,-,-,-,n,-,3,-,i
east2363,m,i,-,n,-,3,-,i
liuq1235,-,-,-,k,-,a,-,i
liuq1235,-,-,-,k,-,o,-,i
liuq1235,-,-,-,k,-,-,-,i
cent2009,-,-,-,n,-,e,-,i
cent2009,y,u,N,n,-,-,-,i
cent2009,7,a,n,n,-,e,-,i
sich1238,-,-,-,t,S,i,k,i
