language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
jion1236,-,-,-,-,-,-,-,8,-,-,i,-
shee1238,-,-,-,-,-,-,-,s,-,-,i,-
pahn1237,-,-,n,-,-,-,t,S,-,h,e,-
youn1235,-,-,-,-,-,-,t,s,-,h,u,n
east2371,-,-,-,-,-,-,t,s,-,h,i,-
west2430,-,-,n,-,-,-,t,S,-,h,i,-
east2370,-,-,-,-,-,-,-,S,-,-,a,n
nort2747,-,-,-,-,-,-,-,S,-,h,a,N
sout2754,-,-,-,-,-,-,-,s,-,-,a,m
nort2749,-,-,n,-,-,-,-,s,-,h,o,-
cent1394,-,-,n,-,-,-,t,s,u,w,a,-
luop1235,t,3,n,-,-,-,t,s,-,h,e,n
luop1235,t,3,n,-,-,-,t,s,-,h,e,n
larg1235,-,-,n,-,-,-,t,S,-,h,a,u
kimm1245,-,-,-,-,-,-,-,S,-,-,a,m
iumi1238,-,-,-,-,-,-,d,z,-,y,a,m
biao1254,-,-,-,-,-,-,-,s,-,-,a,n
dzao1238,-,-,-,-,-,-,-,Z,-,-,a,m
east2363,-,-,l,u,w,3,t,-,-,-,-,-
east2363,-,-,l,u,-,-,t,-,-,-,-,-
liuq1235,-,-,l,u,-,-,t,-,-,-,-,-
liuq1235,-,-,l,u,w,3,t,-,-,-,-,-
liuq1235,-,-,l,o,-,-,t,-,-,-,-,-
cent2009,-,-,l,u,-,-,t,-,-,-,-,-
cent2009,-,-,l,u,w,3,t,-,-,-,-,-
cent2009,-,-,l,u,w,3,t,-,-,-,-,-
