language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
jion1236,-,-,-,N,-,-,-,y,-,-,-,-,-,i,-,-,-,-,-,-,-
shee1238,-,-,-,t,-,-,-,y,-,o,m,o,p,i,-,-,-,-,-,-,-
pahn1237,-,-,-,-,-,-,-,-,-,-,-,-,p,i,-,-,l,-,-,-,a
youn1235,-,-,-,p,-,-,-,y,-,-,-,-,-,a,-,-,l,-,-,-,o
east2370,-,-,-,h,e,u,n,y,-,-,-,-,-,a,-,-,n,-,-,-,-
nort2747,q,a,S,h,a,N,n,y,-,-,-,-,-,a,-,-,N,-,-,-,-
larg1235,-,-,-,t,-,-,-,L,a,u,7,-,-,a,-,-,n,d,Z,a,u
kimm1245,-,-,-,t,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-
iumi1238,-,-,-,s,-,-,-,y,-,-,-,-,-,a,-,-,m,-,-,-,-
biao1254,-,-,-,h,3,u,t,s,-,-,-,-,-,a,-,-,N,-,-,-,-
dzao1238,-,-,-,t,-,-,-,s,-,-,-,-,-,a,-,-,m,-,-,-,-
east2363,-,-,-,m,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-
east2363,-,-,-,m,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-
liuq1235,-,-,-,m,-,-,-,-,-,-,-,-,-,3,-,-,m,-,-,-,7
liuq1235,-,-,-,m,-,-,-,-,-,-,-,-,-,3,-,-,m,-,-,-,-
liuq1235,-,-,-,m,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,7
cent2009,-,-,-,m,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-
cent2009,-,-,-,m,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-
cent2009,-,-,-,m,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-
sich1238,-,-,-,m,-,-,-,-,-,-,-,-,-,u,t,S,h,-,-,-,i
